phone,website,location,moreInfoLink,name,startDate,venue,price,description,endDate
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Black_Lips_522546752097,Black Lips,06/22/2011,Rhythm Room,$13 - $15,"These Atlanta indie-punks have performed on ""Late Night with Conan O'Brien,"" and played at South by Southwest and the Pitchfork Music Festival. Known for their outrageous stage show, inspired by the punk shows of GG Allin, the group arrives in support of its 2011 album, ""Arabia Mountain."" Hardcore punks Cerebral Ballzy open this all-ages show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Dropkick_Murphys_409106449977,Dropkick Murphys,07/03/2011,Marquee Theatre,$29.50 - $30,"These Boston Celtic punks perform their high-energy blend of traditional Irish music and hardcore punk, playing songs from their seventh album, 2011's ""Going Out in Style."" The band has performed alongside Aerosmith and Bruce Springsteen, and its music was featured in the films ""The Fighter"" and ""The Departed.""",
480-312-2312,http://www.therailroadpark.com,"7301 E. Indian Bend Road Scottsdale, AZ, 85250",http://www.azcentral.com/thingstodo/music/Sunday_Night_Concert_Series_135241746283,Sunday Night Concert Series,05/01/2011,McCormick-Stillman Railroad Park,Free,"On Sunday evenings, visitors are invited to sit on the grass and listen to a variety of local bands. Train and carousel rides are available. Train rides are $2 and carousel rides are $1, and age 3 and younger ride free with a paying adult. Food and beverages are available for purchase.",07/03/2011
480-338-3764,,"250 N. Arizona Ave. Chandler, AZ, 85225",http://www.azcentral.com/thingstodo/music/Chandler_Symphony_Orchestra_380174000263,Chandler Symphony Orchestra,04/16/2011,Chandler Center for the Arts,Free,"The Chandler Symphony Orchestra presents this chamber concert of humorous music, including the ""Musical Joke"" by W.A. Mozart, the ""Farewell Symphony"" by F.J. Haydn, and music by J. J. Grier, Bach, John Cage and Sergei Taneyev.",
623-363-3327,,"25062 E. Meridian Road Queen Creek, AZ, 85242",http://www.azcentral.com/thingstodo/music/&quot;Music_in_the_Grove&quot;_290440607061,"""Music in the Grove""",04/17/2011,Queen Creek Olive Mill,$50,"Singers from the Phoenix Opera perform popular and operatic works, while visitors sample culinary dishes and fine wine from the Queen Creek Olive Mill.",
480-350-2822,,"700 W. Rio Salado Parkway Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Performance_with_A_View:_The_ASU_Herberger_String_Quartet_680163563116,Performance with A View: The ASU Herberger String Quartet,04/19/2011,Tempe Center for the Arts,Free,"The ASU Herberger String Quartet, under the direction of ASU School of Music violist Nancy Buck, perform a free concert of classical works. Presented by the Friends of the Tempe Center for the Arts.",
480-503-6744,http://www.active.com/running/gilbert-az/ghs-pancake-run-5k-runwalk-and-10k-run-2011,"2757 E. Guadalupe Road Gilbert, AZ, 85234",http://www.azcentral.com/thingstodo/music/Pancake_Run_397830672094,Pancake Run,04/23/2011,Riparian Preserve at Water Ranch Lake,$30,"Work up an appetite and eat pancakes after your 10km Run or 5km Run/Walk. Enjoy classical music by orchestra students. Participants are automatically entered into a raffle. Proceeds benefit the Gilbert Orchestra Club. To sponsor a student, where a portion of the proceeds goes directly to the student, write in the name when registering.",
602-992-7095,http://www.northvalleychorale.org,"6451 E. Shea Blvd. Scottsdale, AZ, 85254",http://www.azcentral.com/thingstodo/music/North_Valley_Chorale:_&quot;Peace_Offerings&quot;_954372210664,"North Valley Chorale: ""Peace Offerings""",05/07/2011,Chaparral Christian Church,$15 - $20,"The chorale performs its final concert of the season, singing ""Dona Nobis Pacem"" by Vaughan Williams, accompanied by psalms, songs and poems of peace.",
480-644-6500,,"1 E. Main St. Mesa, AZ, 85211",http://www.azcentral.com/thingstodo/music/&quot;Maestros_in_Concert:_Pandit_Shivkumar_Sharma_and_Zakir_Hussain&quot;_760953420363,"""Maestros in Concert: Pandit Shivkumar Sharma and Zakir Hussain""",05/07/2011,Mesa Arts Center,$25 - $50,Internationally recognized and award-winning Indian artists Pandit Shivkumar Sharma and Zakir Hussain perform classical music of India.,
480-834-9120,,"2130 E. University Drive Mesa, AZ, 85213",http://www.azcentral.com/thingstodo/music/&quot;Mother's_Day_at_the_Opera&quot;_678141009041,"""Mother's Day at the Opera""",05/07/2011,Trinity Baptist Church,$19,Celebrate Mother's Day with operatic selections courtesy of the Symphony of Southwest.,
480-478-6000,http://www.themim.org,"4725 E. Mayo Blvd. Phoenix, AZ, 85050",http://www.azcentral.com/thingstodo/music/Kronos_Quartet_946072928742,Kronos Quartet,05/20/2011,Musical Instrument Museum Music Theater,$40 - $45,The Kronos Quartet is recognized worldwide for expanding the accepted range and context of the string quartet through exploration and experimentation. They have become an influential group in the chamber music industry.,
602-487-1940,http://www.azwit.com,"801 E. Camelback Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Arizona_Women_in_Tune_Concert_840151960718,Arizona Women in Tune Concert,05/20/2011,Faith Lutheran Church,$18 - $20,"The Arizona Women in Tune chorus presents ""Zip, Zing and Zessst,"" a high-spirited concert of lively songs and colorful performances.",05/21/2011
480-585-4848,http://www.leaderdogsclassic.org,"7575 E. Princess Drive Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Concert_Benefiting_Leader_Dogs_for_the_Blind_230857906984,Concert Benefiting Leader Dogs for the Blind,04/17/2011,Fairmont Scottsdale Princess,$25 - $35,"Concert pianist Duncan Holmes performs. Holmes is a recipient of a Leader Dog. For details, e-mail lorifroelich@gmail.com.",
480-488-9817,http://www.heard.org,"32633 N. Scottsdale Road Scottsdale, AZ, 85266",http://www.azcentral.com/thingstodo/music/Sun_and_Song_Outdoor_Music_Series:_Gabriel_Ayala_625949907047,Sun and Song Outdoor Music Series: Gabriel Ayala,04/23/2011,Heard Museum North Scottsdale,"$5, $4 age 65 and older, $2 ages 6-12 and students with ID, free members, American Indians and age 6 and younger",This Pascua Yaqui guitarist is one of the leaders of a new movement of Native Americans establishing professional careers performing classical music. Ayala has toured nationally. Free with museum admission.,04/24/2011
602-257-1222,http://www.phxart.org/events/index.php,"1625 N. Central Ave. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Art_Inspires_Art_406129109119,Art Inspires Art,04/30/2011,Phoenix Art Museum,"$10, $8 age 65 and older and students with valid ID, $4 ages 6-12, free age 5 and younger and museum members","Students from Arizona State University School of Music responded to “Guillotine of Sunlight, Guillotine of Shade” by artist Peter Wegner with original works for a string quartet. This is the fifth year of this collaboration.",
480-513-7586,,"21001 N. Tatum Blvd. Phoenix, AZ, 85050",http://www.azcentral.com/thingstodo/music/Jeordie_985530290365,Jeordie,04/15/2011,Desert Ridge Marketplace,Free,"Blending modern pop tunes with folk guitar, this Phoenix singer-songwriter has performed as a supporting act for Dido, Jewel, Indigo Girls, Sade and Brooks &amp; Dunn. She also recently released a 23-track live album called ""Bootleg.""",
480-270-5000,,"7555 N. Pima Road , Scottsdale, AZ 85258",http://www.azcentral.com/thingstodo/music/Roger_Clyne_&amp;_The_Peacemakers_308835945007,Roger Clyne & The Peacemakers,04/16/2011,Salt River Fields,,,
480-947-3580,,"423 N. Scottsdale Road Scottsdale, AZ, 85257",http://www.azcentral.com/thingstodo/music/Hogjaw_European_Tour_Kick-off_758804079106,Hogjaw European Tour Kick-off,04/16/2011,The Rogue Bar,$6,"This Arizona band plays to the strengths of their desert home, crafting alt-country tunes packed with dusty tails and fiery energy. The band released its latest album, “Ironwood,"" in 2010. Their European tour includes stops in Norway, the Czech Republic, France and Spain. Local rock bands Cogswell, Boy Named Sioux and Dagg Nabbit Stubbs also perform at this 21-and-older show.",
480-513-7586,,"21001 N. Tatum Blvd. Phoenix, AZ, 85050",http://www.azcentral.com/thingstodo/music/Hans_Olson_100330940168,Hans Olson,04/16/2011,Desert Ridge Marketplace,Free,"This Valley blues legend performs his blend of old-school blues, classic country and folk music, playing songs from his 17 albums. Olson has played a major role in the Valley music scene for decades, helping to found the now-defunct Sun Club in 1986, a Tempe hot spot that helped launch the careers of bands like Dead Hot Workshop and the Gin Blossoms. He also helped establish the Phoenix Blues Society, the Arizona Blues Hall of Fame and the Arizona Music and Entertainment Hall of Fame. Olson has toured the U.S. and Europe several times. His music appears in a number of movies and television shows, including ""Cold Case,"" ""Ghost Whisperer,"" ""Criminal Minds"" and ""It's Always Sunny in Philadelphia."" Performing on the AMC Fountain stage.",
623-334-0010,,"16844 N. Arrowhead Fountains Center Drive Peoria, AZ, 85382",http://www.azcentral.com/thingstodo/music/Bo_Bice_335057719922,Bo Bice,04/18/2011,Skye,$14 - $30,"This Alabama singer-songwriter rose to fame after taking home second place on the fourth season of ""American Idol,"" losing the top spot to Carrie Underwood. Bice arrives behind his third album, 2010's ""3.""",
602-553-2663,,"2000 E. Rio Salado Parkway Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Jeordie_553985776429,Jeordie,04/23/2011,Tempe Marketplace,Free,"Blending modern pop tunes with folk guitar, this Phoenix singer-songwriter has performed as a supporting act for Dido, Jewel, Indigo Girls, Sade and Brooks &amp; Dunn. She also recently released a 23-track live album called ""Bootleg.""",
623-772-3200 800-745-3000,,"9400 W. Maryland Ave. Glendale, AZ, 85305",http://www.azcentral.com/thingstodo/music/Kenny_Chesney_168711539794,Kenny Chesney,05/1/2011,Jobing.com Arena,$29.50 - $79.50,"This country music superstar returns to the Valley in support of his latest album, 2010's ""Hemingway's Whiskey."" The album, which debuted at No. 1 on the Billboard 200 chart, is Chesney's sixth No. 1 album, placing him just behind Garth Brooks for the most No. 1 albums by a country artist. Combing his country sound with a laid-back beach vibe, Chesney has earned eight platinum albums and three gold records. Country singers Billy Currington and Uncle Kracker also perform at this all-ages show.",
602-267-1600,,"440 N. 32nd St. Phoenix, AZ, 85008",http://www.azcentral.com/thingstodo/music/Loretta_Lynn_529377937809,Loretta Lynn,05/1/2011,Celebrity Theatre,$40 - $60,"This Kentucky-born country music legend has landed 16 No. 1 country hits during her decadeslong career and influenced a generation of musicians. Known for songs such as ""Don't Come Home A' Drinkin' (With Lovin' on Your Mind),"" ""Fist City"" and ""Woman of the World (Leave My World Alone),"" Lynn also wrote a 1976 autobiography,""Coal Miner's Daughter,"" which was made into the 1980 Academy Award-winning film of the same name, starring Sissy Spacek and Tommy Lee Jones. In 2004, Lynn teamed with Jack White of the White Stripes for her Grammy Award-winning album ""Van Lear Rose,"" which reached No. 2 on the Billboard Top Country Albums chart. The tribute album ""Coal Miner's Daughter: A Tribute to Loretta Lynn"" was released in 2010, featuring performances by top artists such as Gretchen Wilson, Alan Jackson, Paramore, the White Stripes, Kid Rock and Lucinda Williams.",
602-267-1600,,"440 N. 32nd St. Phoenix, AZ, 85008",http://www.azcentral.com/thingstodo/music/Leon_Russell_577641907778,Leon Russell,05/11/2011,Celebrity Theatre,$35 - $50,"Inducted into the Rock &amp; Roll Hall of Fame this year, this celebrated Oklahoma-born singer-songwriter arrives behind his latest release, 2010's ""The Union,"" a collaboration with Elton John. Russell began his career as a session musician, playing with artists such as Jerry Lee Lewis, George Harrison, Eric Clapton, the Beach Boys and Willie Nelson. He's written hit songs performed by artists such as Ray Charles, B.B. King and Joe Cocker. Russell enjoyed success with his own hits such as ""Tight Rope"" and ""Lady Blue.""",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/The_Reverend_Horton_Heat_661148746367,The Reverend Horton Heat,07/16/2011,Marquee Theatre,$18 - $20,"Guitarist Jim Heath leads this psychobilly rock band, playing an amp-ed up blend of country, punk, swing and rockabilly. The group has been an underground favorite for nearly two decades, and it arrives in support of its latest record, 2009's ""Laughin' &amp; Cryin' with the Reverend Horton Heat."" Rockabilly band the Swingin' Utters open this all-ages show.",
480-488-1072,http://www.elpedregal.com,"34505 N. Scottsdale Road Scottsdale, AZ, 85266",http://www.azcentral.com/thingstodo/music/Cinco_de_Mayo_Salsa_Festival_758252371342,Cinco de Mayo Salsa Festival,05/1/2011,El Pedregal,"Free salsa and tequila samples, food and beverage prices vary","Sample salsas from more than a dozen Arizona chefs and restaurants competing for the title of best salsa in the Valley. Free tequila tastings are offered. Also available are mexican desserts, beverages and grilled tacos al carbon and tostada de carnitas. The Freddie Duran Plan band plays Latin, jazz and American hits. ABC 15’s Andi Barness from ""Sonoran Living Live"" emcees. Sponsored by Chamucos Tequila.",
602-553-2663,,"2000 E. Rio Salado Parkway Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Hans_Olson_169678105664,Hans Olson,04/15/2011,Tempe Marketplace,Free,"This Valley blues legend performs his blend of old-school blues, classic country and folk music, playing songs from his 17 albums. Olson has played a major role in the Valley music scene for decades, helping to found the now-defunct Sun Club in 1986, a Tempe hot spot that helped launched the careers of band like Dead Hot Workshop and the Gin Blossoms. He also helped to establish the Phoenix Blues Society, the Arizona Blues Hall of Fame and the Arizona Music and Entertainment Hall of Fame. Olson has toured the U.S. and Europe several times, and his music also appears in a number of movies and television shows, including ""Cold Case,"" ""Ghost Whisperer,"" ""Criminal Minds"" and ""It's Always Sunny in Philadelphia.""",
