phone,website,title,contactEmail,moreInfoLink,startDate,endTime,fullAddress,description,venue,startTime,image,endDate
,http://www.worldcafelive.com,Kids Rock for Kids,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Kids-Rock-for-Kids/event/12701/,05/15/2011,,"3025 Walnut St., 				Philadelphia, PA",<p>Benefit concert for medical charities in the Philadelphia region features teenage rock bands from Music Training Centers' Rock 101 program.,World Cafe Live,11:30 am,http://www.metrokids.com/images/cache/bf4b124818d0fe0c08581335371c84dd.jpeg,
866-GO4-ELMO,http://www.sesameplace.com,Sesame Classic,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sesame-Classic/event/13452/,05/15/2011,12:00 pm,"100 Sesame Rd., 				Langhorne, PA","<p>Race to the finish line at this 13th annual event.  Proceeds benefit the Dick Dougherty Scholarship Fund. Registration begins 7am. All racers receive a free ticket to Sesame Place valid through May 29, 2011.",Sesame Place,7:00 am,,
267-502-2793,http://www.mitchellcenter.info,Spring Dance Concert,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Spring-Dance-Concert/event/10309/,05/15/2011,,"800 Tomlinson Rd., 		Box 706, 		Bryn Athyn, PA","<p>Bryn Athyn College Dance Ensemble presents an array of modern, jazz, lyrical, tap, hip-hop, ballet &amp; theater dance by both professional and student choreographers.",Mitchell Performing Arts Center,8:00 pm,http://www.metrokids.com/images/cache/812c134182178c67ecd72a6a88373ebf.jpeg,
267-507-5558,http://www.friendsofseger.org,Spring Festival,info@friendsofseger.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Spring-Festival/event/13716/,05/15/2011,3:00 pm,"1020 Lombard St., 		between 10th & 11th Sts., 		Philadelphia, PA","<p>4th annual event presented by Friends of Seger Park Playground features food, moonbounces, a petting zoo, face painting, crafts, treats, music &amp; free tennis lessons for kids.",Seger Park Playground,11:00 am,http://www.metrokids.com/images/cache/343b7ca94cca0006a2a85b2822b12e21.jpeg,
856-983-3329ext103,http://www.cedarrun.org,Vernal Pools Discovery,erin.kiefer@cedarrun.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Vernal-Pools-Discovery/event/14033/,05/15/2011,3:00 pm,"4 Sawmill Rd., 				Medford, NJ",<p>Join a naturalist to discover the wonders of these temporary pools of water.,Woodford Cedar Run Wildlife Refuge,1:30 pm,http://www.metrokids.com/images/cache/a116875d3cb2f4e055a195b2cdc23170.jpeg,
610-444-1582,http://www.willowdale.org,Willowdale Steeplechase,laurie_prysock@willowdale.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Willowdale-Steeplechase/event/14029/,05/15/2011,6:00 pm,"101 E. Street Rd., 		Rtes. 82 & 926, behind Landhope Farm store, 		Kennett Square PA, PA","<p>All-day event for the whole family. Free kids activities, horse &amp; pony races, terrier races, antique cars &amp; carriages, shopping, food court. Rain or shine.",Willowdale Steeplechase Course,10:00 am,,
302-762-1132,http://www.musicschoolofdelaware.org,Delaware Youth Symphony & Delaware Youth Orchestra,frontdesk@musicschoolofdelaware.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Delaware-Youth-Symphony-Delaware-Youth-Orchestra/event/13704/,05/16/2011,,"4101 Washington St., 				Wilmington, DE",<p>Concert conducted by Dr. Michael Larkin &amp; Christina von Duyke.,The Music School of Delaware,7:00 pm,,
610-296-6725ext168,http://www.vfes.net,Changing Paradigms in Evaluating Alternative Treatments for Autism Spectrum Disorders,makreiter@vfes.net,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Changing-Paradigms-in-Evaluating-Alternative-Treatments-for-Autism-Spectrum-Disorders/event/13868/,05/17/2011,8:30 pm,"1777 N. Valley Rd., 				Malvern, PA","<p>Lecture focuses on an objective, honest &amp; fair assessment of several alternative Autism Spectrum Disorder therapy interventions. Presenter: Patrick L. Elliott, D.O., FACS.",Valley Forge Educational Services (Entrance A),6:30 pm,,
215-482-7300ext110,http://www.schuylkillcenter.org,Decomposition: How It All Breaks Down!,scee@schuylkillcenter.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Decomposition-How-It-All-Breaks-Down/event/13379/,05/17/2011,3:00 pm,"8480 Hagy's Mill Rd., 				Philadelphia, PA",<p>Investigate decomposer creatures and their life cycles &amp; habitats. Discover the ways they clean up nature's messes. Pre-registration required. Ages 6-9.,The Schuylkill Center for Environmental Education,1:00 pm,,
,http://www.giantfoodstores.com,GIANT Food Stores' Childhood Obesity Summit,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/GIANT-Food-Stores-Childhood-Obesity-Summit/event/14115/,05/17/2011,11:30 am,"315 York Rd., 				Willow Grove, PA",<p>Local experts on childhood obesity will discuss why this serious issue is becoming more widespread &amp; what can be done to change the future of our youth.,GIANT Super Food Store,10:30 am,http://www.metrokids.com/images/cache/8f2a34d371b24fd31ccc3155d2ff0a9d.jpeg,
,http://groupspaces.com/ccmlchadd,How to Interact with the World When Your Child Has ADHD,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/How-to-Interact-with-the-World-When-Your-Child-Has-ADHD/event/13810/,05/17/2011,,"1000 Pottstown Pk., 				West Chester, PA",<p>Role-play difficult life situations that occur as a result of your child's special needs.  How do you calmly &amp; confidently advocate for your child?  How do you work through a conflict with your neighbor? You are encouraged to bring your own difficult scenarios to work through with the group.,Kesher Israel Congregation,7:00 pm,http://www.metrokids.com/images/cache/e403cc62f054f296fd057d18bdc11f7a.jpeg,
215-887-6603,http://briarbush.org,Nature's Mini Camp,amy@briarbush.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Natures-Mini-Camp/event/14062/,05/17/2011,3:00 pm,"1212 Edge Hill Rd., 				Abington, PA","<p>All-day, school's out program where kids can hike, play games, meet live animals, make crafts &amp; more. Pack a lunch. Drinks &amp; snacks provided.",Briar Bush Nature Center,9:00 am,,
215-572-7650,http://www.keswicktheatre.com,Stone Soup & Other Stories,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Stone-Soup-Other-Stories/event/11655/,05/17/2011,,"291 N. Keswick Ave., 				Glenside, PA","<p>Newly-updated show features folk tales from around the world richly laced with music, humor &amp; visual charm.",The Keswick Theatre,10:15 am,,
302-478-5660,http://www.siegeljcc.org,Jcade Grand Opening Event featuring Two Biggest Loser Finalists,jcade@siegeljcc.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Jcade-Grand-Opening-Event-featuring-Two-Biggest-Loser-Finalists/event/13840/,05/18/2011,8:00 pm,"101 Garden of Eden Rd., 				Wilmington, DE",<p>Jcade is a new arcade-style facility using interactive fitness technology to engage people in physical activity.  Two finalists from the TV show &quot;The Biggest Loser&quot; visit.,Siegel JCC,4:00 pm,http://www.metrokids.com/images/cache/d7534dcb7eb15043fb0bc17d4ea47994.jpeg,
302-378-1384,http://www.pcade.com,Cinderella: A Dance Production,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Cinderella-A-Dance-Production/event/13651/,05/20/2011,,"27 Anderson St., 				Wilmington, DE","<p>Enjoy all of the memorable songs from the Disney film &amp; Broadway show in an all-dance interpretation of the classic fairytale. Fri., 7pm. Sat., 3pm &amp; 7pm. Sun., 3pm.",Premier Centre for the Arts,,http://www.metrokids.com/images/cache/89f6d0369bd5026872f63dfec5b90bde.jpeg,05/22/2011
302-571-7850,http://www.brandywinezoo.org,Endangered Species Day,DNREC_Parks_ZooPrograms@state.de.us,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Endangered-Species-Day/event/14055/,05/20/2011,1:00 pm,"1001 N. Park Dr., 				Wilmington, DE",<p>Find out what you can do to save engandered species from becoming extinct.  Ages 3 &amp; up. Pre-registration requested.,Brandywine Zoo,10:00 am,,
610-308-5971,,Spring Festival Beaver Bash,jenzwerling@yahoo.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Spring-Festival-Beaver-Bash/event/14233/,05/20/2011,8:30 pm,"601 W. Pennsylvania Ave., 				Downingtown, PA","<p>Fun annual event includes games, obstacle course, Cake Walk, music, raffles &amp; food, with all proceeds benefiting the Beaver Creek PTO &amp; the programs it provides the students. A great night of family fun!",Beaver Creek Elementary School,5:30 pm,http://www.metrokids.com/images/cache/28733ef3cb4ec929f4a2b8ca107088ee.jpeg,
856-384-8381,http://www.pitmanbroadwaytheatre.com,The Little Mermaid,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/The-Little-Mermaid/event/14199/,05/20/2011,,"43 S. Broadway, 				Pitman, NJ","<p>See the classic story on stage. Families with kids ages 3-9. Fri., 10am. Sat., 10am &amp; 1pm.",The Broadway Theatre of Pitman,10:00 am,,05/21/2011
215-572-7650,http://www.keswicktheatre.com,The Wizard of Oz,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/The-Wizard-of-Oz/event/11656/,05/20/2011,,"291 N. Keswick Ave., 				Glenside, PA","<p>Enjoy the classic story, presented by American Family Theatre.",The Keswick Theatre,10:15 am,,
302-731-3035,http://www.relayforlife.org/cncc,American Cancer Society Relay For Life Kids' Walk,tami.lunsford@gmail.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/American-Cancer-Society-Relay-For-Life-Kids-Walk/event/14183/,05/21/2011,11:30 am,"750 E. Delaware Ave., 				Newark, DE",<p>Fun-filled&nbsp;celebration designed for kids ages 12 &amp; younger&nbsp;to participate &amp; get involved in the ACS Relay For Life.,Newark High School,9:30 am,,
610-566-9134ext215,http://www.tylerarboretum.org,Family Program: Family Night Hike,jlandau@tylerarboretum.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Family-Program-Family-Night-Hike/event/13230/,05/21/2011,8:00 pm,"515 Painter Rd., 				Media, PA","<p>Learn about which animals &amp; birds may be out at  night on a moon-lit hike, see if you can spot them and enjoy  drinks &amp; cookies. Wear sturdy shoes &amp; bring a flashlight. Ages 5 &amp; up.",Tyler Arboretum,7:00 pm,,
302-999-9313,http://www.epilepsyfoundation.org/delaware/,"""Freedom from Seizures"" Annual Stroll & Fun Run",bblair@efde.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Freedom-from-Seizures-Annual-Stroll-Fun-Run/event/14264/,05/21/2011,,"N. Park Dr., 		(near the zoo), 		Wilmington, DE","<p>Go on a 1K walk or challenging 5K run at this spring event. Registration 8am, event begins 9am. Pledges welcome.",Brandywine Park,8:00 am,,
,http://www.playinbetween.com,Free Play on the Parkway,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Free-Play-on-the-Parkway/event/14139/,05/21/2011,1:00 pm,"Philadelphia, PA","<p>Ribbon-cutting ceremony celebrates the opening of a new play space featuring Imagination Playground soft building blocks, an octagonal sandbox &amp; a ping pong table. Activities today include Sprout characters, arts &amp; crafts, games, a scavenger hunt, face painting, music &amp; food.",South side of Benjamin Franklin Pkwy. at 21st & 22nd Sts.,11:00 am,,
302-651-6839,"http://www.nemours,org/hearwego",Hear We Go 5K,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Hear-We-Go-5K/event/14306/,05/21/2011,,"1600 Rockland Rd., 				Wilmington, DE","<p>Held on grounds of Nemours Mansion &amp; Gardens. Refreshments, entertainment &amp; education fair to follow. Benefits pediatric hearing loss and hearing conservation programs &amp; research.",Nemours Mansion & Gardens,12:00 pm,,
302-351-5622,http://www.pawsforpeople.org,PAWS for People Doggie Olympics,blundstrom@pawsforpeople.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/PAWS-for-People-Doggie-Olympics/event/13848/,05/21/2011,2:00 pm,"89B Albe Dr., 				Newark, DE","<p>Bring your dog for demonstrations in agility, rally, Frisbee &amp; more.&nbsp; Training sessions &amp; doggie games/prizes.&nbsp; Register at www.pawsforpeople.org.",Don Brown's Academy of Dog Training,10:00 am,,
215-243-1100,http://www.philadelphiazoo.org,Reader's Club,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Readers-Club/event/13050/,05/21/2011,11:00 am,"3400 W. Girard Ave., 				Philadelphia, PA","<p>Favorite animal stories come to life! Meet the real-life animals from stories, make crafts &amp; take home your own copy of the book. Ages 2-3, 10am: read Mommy Mine by Tim Warnes. Ages 4-6, 11am: read The Hiccuping Hippo by Keith Faulkner.",Philadelphia Zoo,10:00 am,,
215-887-6603,http://www.briarbush.org,Spring Picnic at Jenkins Arboretum,amy@briarbush.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Spring-Picnic-at-Jenkins-Arboretum/event/14064/,05/21/2011,2:30 pm,"631 Berwyn Rd., 				Devon, PA","<p>Explore the gardens &amp; the annual Iris Flower Show, and enjoy a picnic including sandwiches, desserts &amp; drinks during this spring outing.",Jenkins Arboretum,9:30 am,,
302-697-2141,http://www.fiferorchards.com,Strawberry Festival,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Strawberry-Festival/event/14215/,05/21/2011,4:00 pm,"1919 Allabands Mill Rd., 				Wyoming, DE","<p>Festival celebrates the strawberry crop. Pick your own strawberries &amp; enjoy fresh strawberry treats. Live bluegrass music, pony rides, hayrides, face painting, BBQ &amp; more.",Fifer Orchards,10:00 am,,
856-273-9666,http://www.funplexmountlaurel.com,The Funplex Pool Grand Opening Celebration,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/The-Funplex-Pool-Grand-Opening-Celebration/event/14208/,05/21/2011,5:00 pm,"3320-24 Rte. 38, 				Mount Laurel, NJ",<p>Check out the new in-ground heated pool with a sandy beach area &amp; canopy seating. Enjoy entertainment &amp; giveaways throughout the afternoon. All ages welcome!,The Funplex Mount Laurel,2:00 pm,http://www.metrokids.com/images/cache/cd6c509c7d10041ee56fdffa28afd7be.jpeg,
302-658-9111,http://www.delmnh.org,Free Sunday Morning at Delaware Museum of Natural History,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Free-Sunday-Morning-at-Delaware-Museum-of-Natural-History/event/14206/,05/22/2011,12:00 pm,"4840 Kennett Pike, 				Wilmington, DE","<p>Enjoy free admission to the museum from 9:30am-12noon, courtesy of the PNC Foundation.",Delaware Museum of Natural History,9:30 am,,
215-357-4005,http://www.churchvillenaturecenter.org,Naturalist Program: Spring Wildflower Walk,churchvillenaturecenter@co.bucks.pa.us,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Naturalist-Program-Spring-Wildflower-Walk/event/13918/,05/22/2011,,"501 Churchville Lane, 				Churchville, PA",<p>Explore the fields &amp; forest in search of spring wildflowers. Discuss the natural history of wildflowers &amp; learn folklore about &amp; uses of wild plants.,Churchville Nature Center,2:00 pm,,
302-658-2400,http://www.hagley.org/events,Old-Fashioned Baseball Game,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Old-Fashioned-Baseball-Game/event/14255/,05/22/2011,,"201 Hagley Creek Rd., 				Greenville, DE","<p>The Diamond State Baseball Club, Delaware's vintage baseball team, plays at Hagley vs. the Eclipse Base Ball Club of Elkton.",Hagley Museum and Library,12:30 pm,,
609-601-7800,http://www.atlanticcapecasa.org,Ride for a Child,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Ride-for-a-Child/event/14263/,05/22/2011,4:00 pm,"6th St. & Boardwalk, 				Ocean City, NJ","<p>Gillian's Wonderland Pier offers unlimited ride wristbands for $20 from 1-4pm. Proceeds from ticket sales to benefit CASA for Children of Atlantic and Cape May Counties, an effort to raise awareness of abused and neglected children living in Atlantic and Cape May Counties.",Gillian's Wonderland Pier,1:00 pm,,
