address,price,description,venue,phone,website,title,fullDates,moreInfo
900 S. Orlando Ave.,free,Group show features the art of Jorge Duque and others,Gallery 17-92,(407) 647-1792,,The Language of Color: A Latin American View,"5/26 11:00AM, 5/27 11:00AM, 5/3 11:00AM, 5/4 11:00AM, 5/2 11:00AM, 4/30 11:00AM, 4/29 11:00AM, 5/14 11:00AM, 5/13 11:00AM, 5/19 11:00AM, 5/5 11:00AM, 5/20 11:00AM, 5/21 11:00AM, 5/24 11:00AM, 5/23 11:00AM, 5/17 11:00AM, 5/25 11:00AM, 5/18 11:00AM, 5/16 11:00AM, 5/11 11:00AM, 5/10 11:00AM, 5/9 11:00AM, 5/7 11:00AM, 5/6 11:00AM, 5/12 11:00AM",http://calendar.orlandoweekly.com/Events/e12464/The_Language_of_Color_A_Latin_American_View
123 Douglas St.,free,"Discussion about the artistic process and inspiration behind the exhibition, Finding the Light",Arts on Douglas,(386) 428-1133,http://www.artsondouglas.net,Artist Talk with Audrey Phillips,4/29 11:00AM,http://calendar.orlandoweekly.com/Events/e12516/Artist_Talk_with_Audrey_Phillips
231 W. Packwood Ave.,free-$5,9th annual event with live entertainment and art activities,Maitland Art Center,(407) 539-2181,http://www.maitlandartcenter.com,Children\u0027s Art Festival,4/30 10:00AM,http://calendar.orlandoweekly.com/Events/e12422/Childrens_Art_Festival
South Park Avenue and East Orange Street,free,"50th annual event with a juried art show, live entertainment, food vendors and more",Kit Land Nelson Park,(407) 463-7585,http://www.apopkawomansclub.org,Apopka Art & Foliage Festival,"4/30 9:00AM, 5/1 9:00AM",http://calendar.orlandoweekly.com/Events/e12511/Apopka_Art_and_Foliage_Festival
211 E. First St.,free,Fine art photography by Kamran Malik,Gallery on First,(407) 323-2774,http://www.galleryonfirst.com,Visions of Italy,"5/24 10:00AM, 5/12 10:00AM, 5/19 10:00AM, 5/18 10:00AM, 5/17 10:00AM, 5/15 12:00PM, 5/14 10:00AM, 5/13 10:00AM, 5/11 10:00AM, 5/8 12:00PM, 5/10 10:00AM, 5/7 10:00AM, 5/6 10:00AM, 5/4 10:00AM, 5/5 10:00AM, 5/3 10:00AM, 5/22 12:00PM, 5/26 10:00AM, 5/25 10:00AM, 5/20 10:00AM, 5/21 10:00AM, 5/27 10:00AM",http://calendar.orlandoweekly.com/Events/e12402/Visions_of_Italy
2416 N. Mills Ave.,$10,Artists present works highlighting urban landscapes,Orlando Museum of Art,(407) 896-4231,http://www.omart.org,1st Thursdays: Citiescape,5/5 6:00PM,http://calendar.orlandoweekly.com/Events/e83/1st_Thursdays_Citiescape
1817 N. Orange Ave.,free,Works by husband-and-wife team Kimberly Mathis and Richard Reep,"Mucario Law, PPLC",(321) 332-7811,http://www.floridaqualitylegal.com,Private Stories,"7/1 9:00AM, 6/29 9:00AM, 6/21 9:00AM, 6/28 9:00AM, 5/16 9:00AM, 7/21 9:00AM, 7/20 9:00AM, 7/19 9:00AM, 7/18 9:00AM, 5/13 9:00AM, 5/12 9:00AM, 5/6 9:00AM, 5/11 9:00AM, 5/10 9:00AM, 5/9 9:00AM, 5/17 9:00AM, 5/27 9:00AM, 5/18 9:00AM, 7/6 9:00AM, 8/29 9:00AM, 8/24 9:00AM, 8/23 9:00AM, 6/30 9:00AM, 8/9 9:00AM, 8/3 9:00AM, 8/5 9:00AM, 8/22 9:00AM, 8/15 9:00AM, 8/12 9:00AM, 8/18 9:00AM, 8/31 9:00AM, 8/30 9:00AM, 7/13 9:00AM, 7/12 9:00AM, 7/26 9:00AM, 7/25 9:00AM, 7/22 9:00AM, 5/24 9:00AM, 5/30 9:00AM, 6/1 9:00AM, 5/31 9:00AM, 6/15 9:00AM, 6/14 9:00AM, 6/10 9:00AM, 6/8 9:00AM, 6/6 9:00AM, 5/23 9:00AM, 5/20 9:00AM, 7/14 9:00AM, 5/19 9:00AM, 6/3 9:00AM, 5/25 9:00AM, 6/2 9:00AM, 6/9 9:00AM, 6/13 9:00AM, 6/22 9:00AM, 6/7 9:00AM, 6/16 9:00AM, 7/7 9:00AM, 8/8 9:00AM, 7/8 9:00AM, 8/1 9:00AM, 7/28 9:00AM, 7/5 9:00AM, 8/25 9:00AM, 6/23 9:00AM, 7/4 9:00AM, 8/2 9:00AM, 7/29 9:00AM, 8/26 9:00AM, 5/26 9:00AM, 6/17 9:00AM, 7/15 9:00AM, 7/27 9:00AM, 6/20 9:00AM, 8/11 9:00AM, 8/19 9:00AM, 8/17 9:00AM, 8/16 9:00AM, 8/4 9:00AM, 8/10 9:00AM, 6/27 9:00AM, 7/11 9:00AM, 6/24 9:00AM",http://calendar.orlandoweekly.com/Events/e12367/Private_Stories
1817 N. Orange Ave.,free,Works by husband-and-wife team Kimberly Mathis and Richard Reep; exhibit through Aug. 31,"Mucario Law, PPLC",(321) 332-7811,http://www.floridaqualitylegal.com,Private Stories Opening Reception,5/6 6:00PM,http://calendar.orlandoweekly.com/Events/e12366/Private_Stories_Opening_Reception
211 E. First St.,free,Fine art photography by Kamran Malik; exhibit through May 27,Gallery on First,(407) 323-2774,http://www.galleryonfirst.com,Visions of Italy Opening Reception,5/6 4:00PM,http://calendar.orlandoweekly.com/Events/e12401/Visions_of_Italy_Opening_Reception
618 E. South St.,$20,"Perception &amp; Reality-themed event with guest photographers, live entertainment and a large-scale art show",GAI Building,,http://www.snaporlando.com,Snap! 2011 Opening Night Reception,5/6 7:00PM,http://calendar.orlandoweekly.com/Events/e12500/Snap_2011_Opening_Night_Reception
5310 E. Colonial Drive,donations accepted,Art auction and fundraiser for Haven of Hope HIV/AIDS outreach,Mr. Sisters,(407) 493-6520,http://www.mrsisters.com,A Night of Artful,5/9 7:00PM,http://calendar.orlandoweekly.com/Events/e12354/A_Night_of_Artful_Possibilities
642 W. New England Ave.,free,Street festival with original art displays and live entertainment,Hannibal Square Heritage Center,(407) 539-2680,http://www.hannibalsquare.com,Second Thursday at Hannibal Square,"6/9 6:00PM, 7/14 6:00PM, 5/12 6:00PM",http://calendar.orlandoweekly.com/Events/e12194/Second_Thursday_at_Hannibal_Square
710 N. Mills Ave.,free,Vignettes by Clair Dominguez,Raphsodic Cooperative Company,(407) 704-8615,http://www.raphsodic.com,Women and Bicycles,"6/2 11:00AM, 6/1 11:00AM, 5/31 11:00AM, 5/30 11:00AM, 5/28 11:00AM, 5/18 11:00AM, 5/17 11:00AM, 5/16 11:00AM, 5/14 11:00AM, 5/27 11:00AM, 5/21 11:00AM, 5/20 11:00AM, 5/19 11:00AM, 5/26 11:00AM, 5/23 11:00AM, 5/25 11:00AM, 5/24 11:00AM",http://calendar.orlandoweekly.com/Events/e12339/Women_and_Bicycles
710 N. Mills Ave.,free,Vignettes by Clair Dominguez; exhibit through June 2,Raphsodic Cooperative Company,(407) 704-8615,http://www.raphsodic.com,Women and Bicycles Opening Reception,5/14 6:00PM,http://calendar.orlandoweekly.com/Events/e12338/Women_and_Bicycles_Opening_Reception
1414 Art Center Ave.,free,"in-Residency #141 -  	Featuring poet Thomas Sayers Ellis, jazz composer Matthew Shipp and visual artist Rick Lowe",Atlantic Center for the Arts,(386) 427-6975,http://www.atlanticcenterforthearts.org,Artists-in-Residency #141,"6/4 10:00AM, 5/28 10:00AM, 6/3 10:00AM, 5/27 10:00AM, 5/18 10:00AM, 5/20 10:00AM, 5/19 10:00AM, 5/21 10:00AM, 5/17 10:00AM, 5/24 10:00AM, 5/25 10:00AM, 5/26 10:00AM, 5/31 10:00AM, 6/2 10:00AM, 6/1 10:00AM",http://calendar.orlandoweekly.com/Events/e12298/Artists-in-Residency_141
1600 Edgewater Drive,$25,Create-your-own masterpiece with art instructor Bethany Fransisco,Infusion Tea,(407) 999-5255,http://www.infusionorlando.com,Canvas & Cocktails,5/18 6:30PM,http://calendar.orlandoweekly.com/Events/e12519/Canvas_and_Cocktails
29 S. Orange Ave.,free,Stroll through the Downtown Arts District with new openings at various galleries,CityArts Factory,(407) 648-7060,http://www.orlandoslice.com,Third Thursday Gallery Hop,5/19 6:00PM,http://calendar.orlandoweekly.com/Events/e148/Third_Thursday_Gallery_Hop
39 S. Magnolia Ave.,free,Works by Aurora Rincon and Robin Maria Pedrero,The Gallery at Avalon Island,(407) 312-0708,http://www.galleryatavalonisland.com,Amalgamation Opening Reception,5/19 6:00PM,http://calendar.orlandoweekly.com/Events/e12309/Amalgamation_Opening_Reception
39 S. Magnolia Ave.,free,Paintings and sculptures by Robin Maria Pedrero and Aurora D. Rincon,The Gallery at Avalon Island,(407) 312-0708,http://www.galleryatavalonisland.com,Amalgamation,"5/26 12:00PM, 5/21 12:00PM, 5/19 12:00PM, 5/27 12:00PM, 5/20 12:00PM, 5/28 12:00PM, 6/2 12:00PM, 6/3 12:00PM, 6/4 12:00PM, 6/9 12:00PM, 6/10 12:00PM",http://calendar.orlandoweekly.com/Events/e12410/Amalgamation
39 S. Magnolia Ave.,free,Paintings and sculptures by Robin Maria Pedrero and Aurora D. Rincon; exhibit through June 10,The Gallery at Avalon Island,(407) 312-0708,http://www.galleryatavalonisland.com,Amalgamation Opening Reception,5/19 6:00PM,http://calendar.orlandoweekly.com/Events/e12409/Amalgamation_Opening_Reception
57 W. Pine St.,free,"Works by Luis A. Suarez, Anthony G. DelBuono and Rebecca Rose",Club 57 West,(407) 872-0084,,Aspects of the Dreamtime Opening Reception,5/19 6:00PM,http://calendar.orlandoweekly.com/Events/e12399/Aspects_of_the_Dreamtime_Opening_Reception
114 S. Semoran Blvd.,$12-$15,Sultry dance performance,The Geek Easy,(407) 332-9636,,Nerdy Burlesque,4/30 8:00PM,http://calendar.orlandoweekly.com/Events/e12556/Nerdy_Burlesque
1321 N. Mills Ave.,$5-$7,"Flirtini Foxxes Burlesque presents April Showers, Bring Me Flowers",The Peacock Room,(407) 228-0048,http://www.peacockroom.com,"Flirtini Foxxes Burlesque presents April Showers, Bring Me Flowers",4/30 9:30PM,http://calendar.orlandoweekly.com/Events/e12535/Flirtini_Foxxes_Burlesque_presents_April_Showers_Bring_Me_Flowers
431 E. Central Blvd.,$5,With Baby Blue,Stardust Lounge,(407) 839-0080,,Amateur Burlesque,5/4 9:00PM,http://calendar.orlandoweekly.com/Events/e12557/Amateur_Burlesque
5700 Trinity Prep Lane,$15-$25,Performed by the Russian Ballet of Orlando,Trinity Preparatory School,(407) 491-4922,http://russianballetoforlando.org,Coppelia,5/15 2:00PM,http://calendar.orlandoweekly.com/Events/e12417/Coppelia
176 N. Beach St.,$20,Performed by Surfscape Contemporary Dance Theatre,The Coliseum,(386) 492-5905,http://www.surfscapedance.org,Break On Through,"5/21 7:00PM, 5/20 7:00PM",http://calendar.orlandoweekly.com/Events/e12411/Break_On_Through
1001 E. Princeton St.,$8-$10,Performed by Yow Dance,Orlando Repertory Theatre,(407) 896-7365,http://orlandofringe.org,Nostalgic Dance Theater Through 80\u0027s TV Land,"5/28 8:00PM, 5/22 12:30PM, 5/24 11:00PM, 5/25 7:30PM, 5/27 9:45PM, 5/29 7:15PM",http://calendar.orlandoweekly.com/Events/e12312/Nostalgic_Dance_Theater_Through_80s_TV_Land
401 Meade Ave.,free,47th annual professional and amateur competition,Cocoa Beach Pier,(321) 799-0493,http://www.eastersurffest.com,Easter Surf Festival,4/24 6:45AM,http://calendar.orlandoweekly.com/Events/e12234/Easter_Surf_Festival
8808 Florida Rock Road,$5-$13,Professional and amateur wakeboarding competition,Orlando Watersports Complex,(407) 251-3100,http://www.kingofwake.com,Nautique Wake Games,"4/28 9:00AM, 5/1 9:00AM, 4/30 9:00AM, 4/29 9:00AM",http://calendar.orlandoweekly.com/Events/e12296/Nautique_Wake_Games
4000 Central Florida Blvd.,$8,NCAA college baseball game,UCF Baseball Complex,(407) 823-1000,http://www.ucfathletics.com,UCF Knights Baseball vs. Houston,"4/29 6:30PM, 4/30 4:00PM, 5/1 11:00AM",http://calendar.orlandoweekly.com/Events/e12356/UCF_Knights_Baseball_vs_Houston
1042 N. Mills Ave.,free,"With stops at Will&#39;s Pub, Sportstown, Hoops, Lizzy&#39;s and the Matador",Will's Pub,(407) 898-5070,http://www.willspub.org,PBR Pub Bike Ride,4/30 4:00PM,http://calendar.orlandoweekly.com/Events/e12478/PBR_Pub_Bike_Ride
East Robinson Street and North Primrose Drive,$200 for team of eight people,Fundraiser to benefit Come Out With Pride,Orlando Festival Park,(407) 610-7412,http://www.comeoutwithpride.org,Sand & Sun Volleyball Tournament,4/30 12:00PM,http://calendar.orlandoweekly.com/Events/e12512/Sand_and_Sun_Volleyball_Tournament
Walt Disney World Resort,"free for spectators, various entry fees",5K race adventure through Disney&#39;s Animal Kingdom park,Disney's Animal Kingdom,(407) 938-3398,http://espnwwos.disney.go.com,Expedition Everest Challenge,5/7 8:30AM,http://calendar.orlandoweekly.com/Events/e12347/Expedition_Everest_Challenge
Walt Disney World Resort,"free for spectators, various entry fees","Women&#39;s swimming, biking and running event",Disney's Fort Wilderness Resort and Campground,(),http://www.danskintriathlon.net,Danskin Triathlon Series,5/8 7:00AM,http://calendar.orlandoweekly.com/Events/e12348/Danskin_Triathlon_Series
4000 Central Florida Blvd.,$8,NCAA college baseball game,UCF Baseball Complex,(407) 823-1000,http://www.ucfathletics.com,UCF Knights Baseball vs. Bethune Cookman,5/11 6:30PM,http://calendar.orlandoweekly.com/Events/e12357/UCF_Knights_Baseball_vs_Bethune_Cookman
2200 Lee Road,"free for spectators, various entry fees",Boat race and street festival,Lake Fairview Park,(407) 782-7700,http://www.orlandorowingclub.com,Orlando Rowing Club Spring Fling: Home of the Florida Masters Regatta,5/14 7:30AM,http://calendar.orlandoweekly.com/Events/e12566/Orlando_Rowing_Club_Spring_Fling_Home_of_the_Florida_Masters_Regatta
4000 Central Florida Blvd.,$8,NCAA college baseball game,UCF Baseball Complex,(407) 823-1000,http://www.ucfathletics.com,UCF Knights Baseball vs. Marshall,"5/20 6:30PM, 5/19 6:30PM, 5/21 12:00PM",http://calendar.orlandoweekly.com/Events/e12358/UCF_Knights_Baseball_vs_Marshall
New Broad Street and Jake Street,"free for spectators, various entry fees","7th annual swimming, biking and running competition",Baldwin Park,,http://www.epicsportsmarketing.com,Baldwin Park Triathlon,5/22 6:00AM,http://calendar.orlandoweekly.com/Events/e12568/Baldwin_Park_Triathlon
5310 E. Colonial Drive,free,Fuacata: A Latin Knockout,Mr. Sisters,(407) 545-2467,http://www.mrsisters.com,Fuacata: A Latin Knockout,"6/1 10:00PM, 6/8 10:00PM, 6/15 10:00PM, 6/22 10:00PM, 5/18 10:00PM, 4/27 10:00PM, 5/4 10:00PM, 5/11 10:00PM, 5/25 10:00PM, 6/29 10:00PM",http://calendar.orlandoweekly.com/Events/e12550/Fuacata_A_Latin_Knockout
5310 E. Colonial Drive,free,W.T.F. Fridays,Mr. Sisters,(407) 545-2467,http://www.mrsisters.com,W.T.F. Fridays,"4/29 10:00PM, 5/6 10:00PM, 5/13 10:00PM, 5/20 10:00PM, 5/27 10:00PM, 6/3 10:00PM, 6/10 10:00PM, 6/17 10:00PM, 6/24 10:00PM",http://calendar.orlandoweekly.com/Events/e12553/WTF_Fridays
741 W. Church St.,free,Spin Saturday with DJ VJ MyDyd,Stonewall Bar Orlando,(407) 373-0888,http://www.stonewallorlando.com,Spin Saturday with DJ VJ MyDyd,"4/30 5:00PM, 6/25 5:00PM, 5/7 5:00PM, 5/28 5:00PM, 5/14 5:00PM, 5/21 5:00PM, 6/18 5:00PM, 6/4 5:00PM, 6/11 5:00PM",http://calendar.orlandoweekly.com/Events/e11893/Spin_Saturday_with_DJ_VJ_MyDyd
1912 S. Orange Ave.,free-$8,"Pulsate with DJ Scott Robert, Roxxxy Andrews and Blade Mathews",Pulse,(407) 649-3888,http://www.pulseorlando.com,"Pulsate with DJ Scott Robert, Roxxxy Andrews and Blade Mathews","4/30 9:00PM, 5/7 9:00PM, 5/14 9:00PM, 5/21 9:00PM, 5/28 9:00PM, 6/4 9:00PM, 6/11 9:00PM, 6/18 9:00PM, 6/25 9:00PM",http://calendar.orlandoweekly.com/Events/e10563/Pulsate_with_DJ_Scott_Robert_Roxxxy_Andrews_and_Blade_Mathews
5310 E. Colonial Drive,free,South Beach Saturdays,Mr. Sisters,(407) 545-2467,http://www.mrsisters.com,South Beach Saturdays,"5/21 10:00PM, 6/11 10:00PM, 6/25 10:00PM, 6/18 10:00PM, 5/28 10:00PM, 6/4 10:00PM, 5/7 10:00PM, 5/14 10:00PM, 4/30 10:00PM",http://calendar.orlandoweekly.com/Events/e12554/South_Beach_Saturdays
375 S. Bumby Ave.,free,Unity Saturdays with DJ Joanie,Revolution Nightclub,(407) 228-9900,http://www.revolutionorlando.com,Unity Saturdays with DJ Joanie,"4/30 10:00PM, 5/7 10:00PM, 5/14 10:00PM, 5/21 10:00PM, 5/28 10:00PM, 6/4 10:00PM, 6/11 10:00PM, 6/18 10:00PM, 6/25 10:00PM",http://calendar.orlandoweekly.com/Events/e12544/Unity_Saturdays_with_DJ_Joanie
410 N. Orange Blossom Trail,free,Dance -  	Sunday T-Dance,The Parliament House,(407) 425-7571,http://www.parliamenthouse.com,Sunday T-Dance,"5/29 10:30PM, 5/22 10:30PM, 5/1 10:30PM, 5/8 10:30PM, 5/15 10:30PM",http://calendar.orlandoweekly.com/Events/e10980/Sunday_T-Dance
5310 E. Colonial Drive,free,Sunday Tea Dance,Mr. Sisters,(407) 545-2467,http://www.mrsisters.com,Sunday Tea Dance,"5/1 3:00PM, 5/8 3:00PM, 5/15 3:00PM, 5/22 3:00PM, 5/29 3:00PM, 6/5 3:00PM, 6/12 3:00PM, 6/19 3:00PM, 6/26 3:00PM",http://calendar.orlandoweekly.com/Events/e12551/Sunday_Tea_Dance
26 Wall Street Plaza,free,Jungle Sundays,The Monkey Bar,(407) 481-1030,http://www.wallstplaza.net,Jungle Sundays,"6/19 6:00PM, 6/26 6:00PM, 6/12 6:00PM, 6/5 6:00PM, 5/1 6:00PM, 5/29 6:00PM, 5/22 6:00PM, 5/15 6:00PM, 5/8 6:00PM",http://calendar.orlandoweekly.com/Events/e3970/Jungle_Sundays
375 S. Bumby Ave.,free,Cinco De Mayo Aztec Party: Dance for the Gods,Revolution Nightclub,(407) 228-9900,http://www.revolutionorlando.com,Cinco De Mayo Aztec Party: Dance for the Gods,5/5 10:00PM,http://calendar.orlandoweekly.com/Events/e12483/Cinco_De_Mayo_Aztec_Party_Dance_for_the_Gods
1912 S. Orange Ave.,call for price,Platinum Friday with Sahara Davenport from RuPaul&#39;s Drag Race,Pulse,(407) 649-3888,http://www.pulseorlando.com,Platinum Friday with Sahara Davenport from RuPaul\u0027s Drag Race,5/6 10:00PM,http://calendar.orlandoweekly.com/Events/e12373/Platinum_Friday_with_Sahara_Davenport_from_RuPauls_Drag_Race
741 W. Church St.,free,Flashback Beach Party with DJ VJ MyDyd,Stonewall Bar Orlando,(407) 373-0888,http://www.stonewallorlando.com,Flashback Beach Party with DJ VJ MyDyd,5/7 10:00PM,http://calendar.orlandoweekly.com/Events/e12572/Flashback_Beach_Party_with_DJ_VJ_MyDyd
1300 S. Orlando Ave.,free,Wednesday Night Pitcher showing of the 1985 John Hughes film,Enzian Theater,(407) 629-0054,http://www.enzian.org,Weird Science,4/27 8:00PM,http://calendar.orlandoweekly.com/Events/e12441/Weird_Science
1000 Holt Ave.,free,1940s -  	Movies capturing important periods of German history,Rollins College,(407) 646-2000,,Films Featuring the Germany of the 1920s-1940s,"4/28 7:00PM, 5/5 7:00PM, 5/12 7:00PM, 5/19 7:00PM, 5/26 7:00PM, 6/2 7:00PM, 6/9 7:00PM, 6/16 7:00PM, 6/23 7:00PM, 6/30 7:00PM, 7/7 7:00PM, 7/14 7:00PM, 7/21 7:00PM",http://calendar.orlandoweekly.com/Events/e11569/Films_Featuring_the_Germany_of_the_1920s-1940s
309 E. First St.,free,WTF Theater showing of the 1966 film,Little Fish Huge Pond,(407) 221-1499,http://www.littlefish-hugepond.com,This Property Is Condemned,5/4 8:00PM,http://calendar.orlandoweekly.com/Events/e12474/This_Property_Is_Condemned
1300 S. Orlando Ave.,free,Wednesday Night Pitcher showing of 1999&#39;s Paul Weitz comedy,Enzian Theater,(407) 629-0054,http://www.enzian.org,American Pie,5/4 8:30PM,http://calendar.orlandoweekly.com/Events/e12587/American_Pie
114 S. Semoran Blvd.,free,Watch eight hours worth of Star Wars movies,A Comic Shop,(407) 332-9636,http://www.acomicshop.com,Geekgasm: Star Wars Marathon,5/7 6:00PM,http://calendar.orlandoweekly.com/Events/e12397/Geekgasm_Star_Wars_Marathon
309 E. First St.,free,WTF Theater showing of Robert Altman&#39;s 1978 satire,Little Fish Huge Pond,(407) 221-1499,http://www.littlefish-hugepond.com,A Wedding,5/11 8:00PM,http://calendar.orlandoweekly.com/Events/e12475/A_Wedding
114 S. Semoran Blvd.,free,Watch a showing of both Kevin Smith films,A Comic Shop,(407) 332-9636,http://www.acomicshop.com,Geekgasm: Clerks 1 & 2,5/13 8:00PM,http://calendar.orlandoweekly.com/Events/e12398/Geekgasm_Clerks_1_and_2
309 E. First St.,free,WTF Theater showing of the 1998 film,Little Fish Huge Pond,(407) 221-1499,http://www.littlefish-hugepond.com,Dark City,5/18 8:00PM,http://calendar.orlandoweekly.com/Events/e12476/Dark_City
1300 S. Orlando Ave.,free-$10,"Participants have 24 hours to write, film, edit and direct a three to five-minute short film",Enzian Theater,(407) 629-0054,http://www.enzian.org,Orlando 24 Hour Film Festival,"5/21 12:30PM, 5/21 10:30AM, 5/22 11:00AM",http://calendar.orlandoweekly.com/Events/e12265/Orlando_24_Hour_Film_Festival
309 E. First St.,free,WTF Theater showing of 1986&#39;s film about David Byrne,Little Fish Huge Pond,(407) 221-1499,http://www.littlefish-hugepond.com,True Stories,5/25 8:00PM,http://calendar.orlandoweekly.com/Events/e12477/True_Stories
1235 N. Orange Ave.,free,DJ Stranger Jazz Brunch,Ethos Vegan Kitchen,(407) 228-3898,http://www.ethosvegankitchen.com,DJ Stranger Jazz Brunch,"6/19 11:00AM, 6/12 11:00AM, 5/29 11:00AM, 5/22 11:00AM, 5/15 11:00AM, 6/5 11:00AM, 6/26 11:00AM",http://calendar.orlandoweekly.com/Events/e11896/DJ_Stranger_Jazz_Brunch
444 N. Bumby Ave.,free,Dan Collins and Adam Sharf create improvised comedy scenes inspired by the audience,Drunken Monkey Coffee Bar,(407) 893-4994,http://www.drunkenmonkeycoffee.com,Improv Comedy,"5/10 8:00PM, 5/17 8:00PM, 5/24 8:00PM, 5/31 8:00PM",http://calendar.orlandoweekly.com/Events/e10769/Improv_Comedy
"9101 International Drive, Suite 2310",$12,"Variety show with magic tricks, comedy and the Naked Mentalist",Improv Comedy Club &amp; Dinner Theatre,(407) 480-5233,http://www.theimprovorlando.com,The 20 Penny Circus,5/11 8:00PM,http://calendar.orlandoweekly.com/Events/e12710/The_20_Penny_Circus
129 W. Church St.,$10,Hosted by Dean Napolitano,Mojo Cajun Bar &amp; Grill,(407) 629-2665,,Funniest Office Worker Contest,"5/12 8:00PM, 5/26 8:00PM, 5/19 8:00PM",http://calendar.orlandoweekly.com/Events/e12168/Funniest_Office_Worker_Contest
29 S. Orange Ave.,$5-$15,Comics battle in an improv-comedy competition,SAK Comedy Lab,(407) 648-0001,http://www.sak.com,Duel of Fools,"5/14 7:30PM, 5/26 7:30PM, 5/12 7:30PM, 5/13 7:30PM, 5/20 7:30PM, 5/27 7:30PM, 5/19 7:30PM, 5/28 7:30PM, 5/21 7:30PM",http://calendar.orlandoweekly.com/Events/e9741/Duel_of_Fools
29 S. Orange Ave.,$5-$15,Four performers battle to direct the best improv scene based on audience suggestions,SAK Comedy Lab,(407) 648-0001,http://www.sak.com,Gorilla Theatre,"5/19 9:30PM, 5/13 11:30PM, 5/12 9:30PM, 5/20 11:30PM, 5/26 9:30PM, 5/27 11:30PM",http://calendar.orlandoweekly.com/Events/e10186/Gorilla_Theatre
"9101 International Drive, Suite 2310",$15-$17,Stand-up comedian,Improv Comedy Club &amp; Dinner Theatre,(407) 480-5233,http://www.theimprovorlando.com,Tommy Johnagin,"5/15 7:30PM, 5/14 7:30PM, 5/13 10:30PM, 5/13 8:00PM, 5/14 10:15PM, 5/12 8:00PM",http://calendar.orlandoweekly.com/Events/e12711/Tommy_Johnagin
125 W. Church St.,free,A group of 10 magicians perform live table-side shows,Ceviche Tapas Bar and Restaurant,(321) 281-8140,http://www.ceviche.com,Nights of Magic,"6/23 8:00PM, 6/2 8:00PM, 5/19 8:00PM, 5/26 8:00PM, 5/12 8:00PM, 6/9 8:00PM, 6/30 8:00PM, 6/16 8:00PM",http://calendar.orlandoweekly.com/Events/e12936/Nights_of_Magic
29 S. Orange Ave.,$10,High-energy improv with the SAK All-Stars taking comedy requests from the audience,SAK Comedy Lab,(407) 648-0001,http://www.sak.com,The Early Show,"5/14 11:30PM, 5/28 11:30PM, 5/21 11:30PM",http://calendar.orlandoweekly.com/Events/e9742/The_Early_Show
900 E. Washington St.,free,Tattoo&#39;d Bill hosts a &#39;70s-style game show,Graffiti Junktion,(407) 426-9503,http://www.graffitijunktion.com,The Dating Game,"5/14 8:00PM, 5/21 8:00PM, 6/4 8:00PM, 6/11 8:00PM, 6/18 8:00PM, 5/28 8:00PM, 6/25 8:00PM",http://calendar.orlandoweekly.com/Events/e11897/The_Dating_Game
625 E. Central Blvd.,free,Deadbeat Bingo with Pat Greene,Urban Rethink,(407) 704-6895,http://urbanrethink.com,Deadbeat Bingo with Pat Greene,5/17 5:30PM,http://calendar.orlandoweekly.com/Events/e12823/Deadbeat_Bingo_with_Pat_Greene
"9101 International Drive, Suite 2310",$20-$23,Former host of Def Comedy Jam,Improv Comedy Club &amp; Dinner Theatre,(407) 480-5233,http://www.theimprovorlando.com,Joe Torry,"5/19 8:00PM, 5/20 8:00PM, 5/20 10:30PM, 5/21 7:30PM, 5/22 7:30PM, 5/21 10:15PM",http://calendar.orlandoweekly.com/Events/e12712/Joe_Torry
1321 N. Mills Ave.,free,Open Mic Comedy Night,The Peacock Room,(407) 228-0048,http://www.peacockroom.com,Open Mic Comedy Night,5/22 9:00PM,http://calendar.orlandoweekly.com/Events/e12888/Open_Mic_Comedy_Night
"9101 International Drive, Suite 2310",$17-$19,As seen on Mind of Mencia,Improv Comedy Club &amp; Dinner Theatre,(407) 480-5233,http://www.theimprovorlando.com,Brad Williams,"5/28 7:30PM, 5/28 10:15PM, 5/29 7:30PM, 5/26 8:00PM, 5/27 8:00PM, 5/27 10:30PM",http://calendar.orlandoweekly.com/Events/e12713/Brad_Williams
"9101 International Drive, Suite 2310",$22,Currently the co-host on BET&#39;s The Mo&rsquo;Nique Show,Improv Comedy Club &amp; Dinner Theatre,(407) 480-5233,http://www.theimprovorlando.com,Rodney Perry,"6/4 10:15PM, 6/3 10:30PM, 6/4 7:30PM, 6/3 8:00PM, 6/5 7:30PM",http://calendar.orlandoweekly.com/Events/e12714/Rodney_Perry
Downtown Disney West Side,$19.25-$24.25,With special guest MCs Tracy and Rose from The Real L Word,House of Blues,(407) 934-2583,http://www.hob.com,Out for Laughs Comedy Show with Erin Foley,6/4 7:30PM,http://calendar.orlandoweekly.com/Events/e12798/Out_for_Laughs_Comedy_Show_with_Erin_Foley
Downtown Disney West Side,$25.25-$74.25,"Girls in Wonderland 10 Year Anniversary with DJs Lisa Pittman, Pat Pat",House of Blues,(407) 934-2583,http://www.hob.com,"Girls in Wonderland 10 Year Anniversary with DJs Lisa Pittman, Pat Pat",6/4 9:30PM,http://calendar.orlandoweekly.com/Events/e12799/Girls_in_Wonderland_10_Year_Anniversary_with_DJs_Lisa_Pittman_Pat_Pat
