address,venueName,description,phone,title,moreInfoLink
,,"Seeking teens (sophomores-seniors in high school) to get involved and make a difference in Teens Learning and Caring Program. For more information, contact Elise Hurst at 704-335-3577 or hurste@hpccr.org. www.hpccr.org.",,Teen Hospice Volunteers,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A58285&amp;max=10
,,"For home-school and after school; Girls 9-17.  Classes last 1-1/2 hours, once a week for 4  weeks. Bring sewing machine.",704-563-7011,Teen Sewing Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A80107&amp;max=10
,,"World Affairs Council of Charlotte presents a networking organization for internationally minded young professionals in the Charlotte area. For more information, visit www.charlotteworld.org.",,The Magellan Society,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113106&amp;max=10
,,"Group now forming. Meet for potlucks, picnics and other family-friendly gatherings. Share recipes, meals and friendship with others who are raising vegetarian children. tikvah@bellsouth.net.",,Vegetarian Families of Charlotte,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A110807&amp;max=10
3121 Providence Rd.,Allegro Foundation,Allegro Foundation is a non-profit organization that combines movement instruction with educational and medical expertise to teach children with disabilities. Looking for volunteers to be teaching assistants and/or volunteer at the office or for other events. 704-412-5229. www.allegrofoundation.net.,,Volunteer With Allegro,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113235&amp;max=10
,,"The Ada Jenkins Center, a community center offering education and human services to the north Mecklenburg and south Iredell county area, is looking for volunteers who would like to teach adults how to read and write. Training in the Laubach method will be provided to anybody interested in working one-on-one with a student in this program.",704-896-0417,Volunteers Needed for Adult Literacy Program,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A20636&amp;max=10
10000 Ballantyne Commons Pkwy,Ballantyne Resort & Spa Fitness Center,"Come enjoy a 1 hour class designed to burn fat and firm muscle. Foam weights are used. Swimming skill not necessary. This is a relaxing way to get in shape quickly. 21 and up. For more information, call 704-724-8648, or visit www. ballantyneresort.com/lifestyleandwellness.cfm.",,Water Workout,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A157535&amp;max=10
,,"Bring positive signs that show support for our troops (bring them home now, support veteran's benefits, health care and education) and an end to the occupation of Iraq. Two locations: Corner of Kings and Morehead and corner of Providence and Queens. For more information contact Maggie at codepinkcharlotte@gmail.com.",,Weekly Vigils for Peace,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113372&amp;max=10
,,"Bring positive signs that show support for our troops (bring them home now, support veteran's benefits, health care, education) and an end to the occupation of Iraq. Two locations: Corner of Kings and Morehead.; Corner of Providence and Queens. codepinkcharlotte@gmail.com.",,Weekly Vigils for Peace,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112943&amp;max=10
Hawthorne Lane,Corner of Hawthorne Lane and 7th Street in Elizabeth,Signs available or bring your own. All are welcome. Visit codepinkalert.org for more information.,,Women for Peace: Vigil for Peace and Justice,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A195484&amp;max=10
,,"Bond with women of all racial backgrounds for dinners, holiday parties, sporting events and more. For more information, call 704-890-6293 or email sistascarolinas@aol.com.",,Women of Diversity,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A83116&amp;max=10
,,"a blend of breathing, postures, stretching and meditation. Come relax, improve your health and help reduce stress. Classes held at Tuckaseegee Recreation Center, 4820 Tuckaseegee Rd.",704-399-4492,Yoga Class,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A15421&amp;max=10
1940 E. 8th St.,The Yoga Center,Offers a variety of classes on different days and at different times. www.8thstreetstudio.com.,704-372-4289,Yoga Classes,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A82677&amp;max=10
125 Baldwin Ave.%2C Ste. 100,Presbyterian Cancer Rehab & Wellness Center,"Presbyterian Cancer Rehab & Wellness Center offers free yoga classes for anyone diagnosed with cancer. Classes are offered in a six-week series and registration is required. For more information, call 704-376-8909 or visit http://www.novathealth.org.",,Yoga for Cancer,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156801&amp;max=10
,,"Free yoga class for anyone diagnosed with cancer. Presbyterian Hospital, 125 Baldwin Ave, Suite 100. www.presbyterian.org.",704-384-6953,Yoga for Cancer,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A80875&amp;max=10
,,"Ten-week sessions. Mixed level classes that emphasize awareness, relaxation, breathing and  personal practices. For more details visit, www.riverbirchyoga.com or call 704-905-3652.",,Yoga on Lake Wylie,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56481&amp;max=10
,,"Ditch the workout, join the party! Weekly classes in Uptown, Hickory Grove area and Gastonia. www.queencitydancingqueen.com.",704-526-8845,Zumba with Angie,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109884&amp;max=10
,Millennium Dance Studio,"Offering ballet, tap, jazz, hip-hop, burlesque,  belly dance and specialty classes in both beginner and advanced levels.",704-323-7421,Adult Dance Classes,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A57516&amp;max=10
,,The Aikido Center of Charlotte is now offering classes in the University and Cotswold areas. Nationally affiliated. Certified professional instructors. Visitors welcome anytime. More information? www.aikidocentercharlotte.com.,704-366-6322,Aikido In The University Area,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21592&amp;max=10
,,"Join the fun Italian Social Club to connect with those who love ""everything Italian."" Socials, dinners, language and cooking classes, wine events, social networking and more. For details visit, www.nadasitaly.com or Meetup.com/ItalianSocialClub.",,Amici Italiani: Italian Language & Culture,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A154305&amp;max=10
,,"Volunteers are needed to assist with raising funds  for Janice White's transplant related expenses.  Janice is in need of a double lung transplant in  order to continue her 41-year fight with Cystic  Fibrosis. Individuals and groups interested in  more information can contact campaign manager,  Susan Riordan. Visit www.lungsforjan.org for  more information.",919-676-9223,Apex Resident in Need of Life-Saving Transplant,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24332&amp;max=10
,,Volunteers needed to help bring independent  world news weekly to Charlotte.  E-mail: agrincharlotte@yahoo.com.,,Asheville Global Report,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56814&amp;max=10
,,"A nonprofit, all volunteer organization dedicated to meeting the needs of at-risk children in the Charlotte-Mecklenburg community. New members welcome. Email:  alcharlotte@bellsouth.net.",704-525-5228,Assistance League of  Charlotte,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A82462&amp;max=10
5007 Providence Rd.,Levine Jewish Community Center,"Six-week session of low impact, anatomically correct, fun exercise classes taught by Zarifa. 704-366-5007. http://zarifa-raks-sharki.com.",704-366-5007,Belly Dance Classes,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A154780&amp;max=10
5818 Prosperity Church Rd.,Dance Fever Charlotte,"Classes include: Beginner Complete, which includes a warm-up, new moves, zills, and choreography, from 6 p.m. - 7 p.m.; Belly Funk is a fun fitness class that incorporates bellydance moves into non-bellydance music, from 7 p.m. - 8 p.m. No bellydance experience necessary for either class. For more information, visit www.dancefevercharlotte.com.",,Bellydance By Nayna,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198228&amp;max=10
,,"A web-based support group that provides peer counseling, support, encouragement and friendship to pregnant women considering adoption as well as women who have already placed children for adoption. 1-800-790-4174. birthmombuds@gmail.com.",,Birthmom Buds,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112660&amp;max=10
8326-408 Pineville-Matthews Rd.,Eagle TaeKwonDo Academy,"In this 50-minute class, you will get the equivalent of 30-minutes of cardio, 30-minutes of strength training, 30-minutes of yoga, plus the most effective means of self-defense. For a free tour and trial lesson or more information, call 704-541-9400.",,Body & Mind Fitness,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158623&amp;max=10
200 Hampton Church Rd.,Ife Cultural Center,"Offering five classes taught by Iya Silva, including Samba do Pe, Axe, Frevo, Samba-Reggae and General Afro-Brazilian styles.For more information, call 704-910-3845 or email doceiya@hotmail.com.",,Brazilian Dance,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A155885&amp;max=10
,,"Gay therapists for gay people. A free telephone referral service for those seeking locally gay therapists who provide counseling services. Call and listen to the message and instructions, we will return your call with a referral. All information left is confidential and kept strictly private.",704-944-3322,Carolina Gay Therapists,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21849&amp;max=10
,,Are you a Mac or Linux user? Would you like to be part of a welcoming community that will help you learn how to make the most of your computer and offer interesting new friendships in the process? CarolinaMUG is the answer and we want you to be a part of our growing innovative community. For more information email info@carolinamug.com or visit on the web at www.carolinamug.com.,,Carolina Mac User Group,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21962&amp;max=10
,,"Learn how to navigate outdoors by using a map and compass at Carolina Orienteering Klubb's monthly meetings. Free lessons and various courses for all levels of skill. For more information, visit http://www.carolina-ok.org.",,Carolina Orienteering Klubb,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A154773&amp;max=10
,,"Jazz meet-up group for those who love smooth/contemporary jazz. For more information, visit www.carolinasmoothjazzfriends.com or call 704-837-2062.",,Carolina Smooth Jazz Friends,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113371&amp;max=10
,,"Monthly newsletter, referrals available for makeovers, therapists, fashion, significant others support and more. Membership required for information and newsletter. Phone for details 2-10pm only. CTA is open to all who identify themselves as Transgendered, Crossdressers, Transsexuals, Intersexed, et al. We do not vote on membership and are not a dating service.",336-601-0266,Carolina Trans-Sensual Alliance,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24504&amp;max=10
,,"Offers co-ed programs for U-19 Full Contact, U-15 Contact Development, and U-12 Non-Contact (ie. Tag) Rugby. If you are interested in learning more about this sport, starting a club, or joining an existing club, contact carolinayouthrugby@yahoo.com.",704-814-7754,Carolina Youth Rugby,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21780&amp;max=10
