time,photo,description,venue,address,startDate,endDate,email,website,event,phone,moreInfo,cost
12:00am - 11:55pm,http://www.hawaiieventsonline.com/viewpic.php?id=18643,"Teens, do you love to draw Anime and Manga? Show off your stuff in Liliha Public Library&rsquo;s Anime Art Contest! Young adults in grades 6-12 are invited to submit artwork done in anime style. The contest is only being held at Liliha Public Library from May 15 to July 15, 2011. Winners will be announced in July 2011.<br /> <br /> The grand prize winner will get a Manga-Comic Pro Sketching &amp; Inking set, a red pen case, and a Canson Comic &amp; Manga Artist Trading Cards generously donated by Sakura of America, as well as the Manga Studio Debut 4 software donated by Smith Micro Software, Inc, a Bamboo Pen donated by Wacom Technology Corporation, a set of Copic markers, and other prizes. First place winners will receive prizes that include a Pigma Sensei kit, red pen case, and a Canson Comic &amp; Manga Artist Trading Cards, while second place winners will receive prizes that include a red pen case with a Micron pen courtesy of Sakura of America.<br /> <br /> Winners will have their art displayed at Liliha Public Library in July. First 100 entrants will receive a free Manga instructional booklet compliments of Sakura of America. This program is funded by the Friends of Liliha Public Library, The Right Stuf International Inc., Sakura of America, Smith Micro Software Inc. and Wacom Technology Corporation.<br /> <br /> For official contest rules, an entry form, or for more information, visit the Liliha Public Library or call 587-7577.",LILIHA PUBLIC LIBRARY,"1515 Liliha Street, HI",05/15/2011,07/15/2011,,http://www.librarieshawaii.org,ANIME/MANGA ART CONTEST,,http://www.hawaiieventsonline.com/view.php?eventID=18643,Free
6:30pm - 7:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=13942,,Aloha Activity Center,"725 Kapiolani Blvd. C101, HI",04/23/2011,12/28/2013,hawaiieventsonline@wannahula.com,http://www.WannaHula.com,FUN Hula &amp; Tahitian Lessons,(808) 677-7341,http://www.hawaiieventsonline.com/view.php?eventID=13942,See ht...
9:30am - 11:30am,http://www.hawaiieventsonline.com/viewpic.php?id=14398,"Meet wild dolphins on a Hawaiian eco-tour for all ages&reg;! A world away from Waikiki, West O&rsquo;ahu provides the once-in-a-lifetime experience of seeing playful Spinner dolphins and other marine life with the stunning backdrop of the Wai'anae mountain range. Panoramic decks and best dolphin activities, with Certified Naturalists, narration, video presentation, keiki program and Dolphin Guarantee year-round! Plus, bonus opportunity to see whales in season, December - April, and Create-Your-Own Gourmet Burger for lunch! Snorkel and without lunch options also available.<br /> <br /> For reservations or more information, please call (808) 983-STAR (7827), toll-free (800) 334-6191, or visit www.starofhonolulu.com.",Hoku Nai'a,"Departs from Waianae Boat Harbor, HI",04/20/2011,12/31/2011,info@starofhonolulu.com,http://www.starofhonolulu.com,HOKU NAI'A DOLPHIN WATCH &amp; LUNCH CRUISE,(808) 983-7827,http://www.hawaiieventsonline.com/view.php?eventID=14398,$69.50...
8:00pm - 11:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=12691,"Outside the Moana, the audience relaxed &amp; sips on their favorite cocktail under the Banyan tree as Hawaii Music Award winner John Valentine performs his selection of music.",Sheraton Moana/Surfrider Hotel,"Kalakaua Avenue., HI",04/24/2011,12/04/2011,,http://www.myspace.com/rockenvalentine,Moana Hotel Beach Bar presents Johnny Valentine,,http://www.hawaiieventsonline.com/view.php?eventID=12691,Free
8:45am - 10:45am,http://www.hawaiieventsonline.com/viewpic.php?id=18317,"For a simple and affordable whale watch experience, check out the Star of Honolulu's new 2-hour Early Bird Whale Watch Cruise! Enjoy the STAR&rsquo;s four walk-around decks, 60' high observation sun deck and three types of stabilizers while searching for Humpback whales, or learn from trained Naturalist crew. Whale sightings are guaranteed or receive a free return cruise ticket until a whale is spotted.<br /> <br /> For reservations or more information, please call (808) 983-STAR (7827), toll-free (800) 334-6191, or visit www.starofhonolulu.com.",Star of Honolulu,"Departs from Aloha Tower Marketplace, Pier 8, HI",04/20/2011,05/08/2011,info@starofhonolulu.com,http://www.starofhonolulu.com,STAR OF HONOLULU'S EARLY BIRD WHALE WATCH CRUISE,(808) 983-7827,http://www.hawaiieventsonline.com/view.php?eventID=18317,$29.95...
12:00pm - 2:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=18316,"For the most complete whale watch experience, board the Star of Honolulu's 2 1/2-hour Premier Whale Watch Cruise! With the STAR&rsquo;s four walk-around decks, 60' high observation sun deck and three types of stabilizers, guests enjoy the most outdoor deck space and a smooth voyage out to Diamond Head to view Humpback whales. Plus, participate in educational and fun whale activities with the trained Naturalist crew and Hawaiian cultural activities. Whale sightings are guaranteed or receive a free return cruise ticket until a whale is spotted. <br /> <br /> For reservations or more information, please call (808) 983-STAR (7827), toll-free (800) 334-6191, or visit www.starofhonolulu.com.",Star of Honolulu,"Departs from Aloha Tower Marketplace, Pier 8, HI",04/20/2011,05/08/2011,info@starofhonolulu.com,http://www.starofhonolulu.com,STAR OF HONOLULU'S PREMIER WHALE WATCH CRUISE,(808) 983-7827,http://www.hawaiieventsonline.com/view.php?eventID=18316,$43.00...
7:00am - 5:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=19&amp;data=cat_photo,The event gives surfers age 14 and younger the opportunity to surf at one of the South Shore&rsquo;s premier surf breaks. Groms take to the waves in the shadow of the legendary Duke Kahanamoku statue at Kuhio Beach. T&amp;C Surf produces the event each year to introduce young surfers to the world of competitive surfing in a less-intense setting. It is open only to surfers 14 and younger who are not ranked in the top 15 NSSA or HASA standings.,"Queen's, Waikiki","Kalakaua Ave, fronting Duke Statue, HI",05/21/2011,05/21/2011,lanii@tcsurf.com,http://www.tcsurf.com/grom11,T&amp;C Surfer Magazine Grom Contest,(808) 483-8711,http://www.hawaiieventsonline.com/view.php?eventID=18652,$25 pe...
6:00am - 12:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18054,Hot Lavalava Productions is offering this BRAND NEW Fusion of Tahitian and Latino beats/rhythms to dance and exercise to. For more information call us.,"Kapaa, Hawaii","Puka St., HI",04/20/2011,12/12/2012,HotLavalava@yahoo.com,http://www.HotLavalava.com,TAHITI ZOOMBAH,(808) 212-1900,http://www.hawaiieventsonline.com/view.php?eventID=18054,$5/ cl...
10:00am - 4:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=17396,"In celebration of both National Pet Week and Be Kind to Animals Week during May 1-7, 2011, the Hawaii Veterinary Medical Association (HVMA) proudly presents HAWAII PET EXPO 2011, to be held on Saturday and Sunday, May 7 &amp; 8.  This year&rsquo;s theme is &ldquo;Save a Life - Adopt a Pet.&rdquo;<br /> <br /> HAWAII PET EXPO 2011 seeks to encourage responsible pet ownership and strengthen the unique bond between people and their pets through educational displays, live animal demonstrations, and the latest in pet products and services.<br /> <br /> Pets are welcome &ndash; dogs must be leashed and pets must be under their owner&rsquo;s control at all times.",Neal S. Blaisdell Center Exhibition Hall,"777 Ward Avenue,  Honolulu, HI  96814",05/07/2011,05/08/2011,iokuda_hipetexpo@yahoo.com,,HAWAII PET EXPO 2011 is FUN for PEOPLE and PETS!,(808) 845-1762,http://www.hawaiieventsonline.com/view.php?eventID=17396,Free
1:00pm - 2:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=14278,Join a group of fellow learners to explore the wonders and teaching of A Course In Miracles (ACIM) books. This group meets every Sunday on an ongoing basis.,Unity Church of Hawaii (Diamond Head),"3608 Diamond Head Circle,  Honolulu, HI 96815",04/24/2011,12/29/2013,david@unityhawaii.org,http://unityhawaii.org,A Course In Miracles Sunday afternoon study group,(808) 735-4436,http://www.hawaiieventsonline.com/view.php?eventID=14278,Free
9:00am - 2:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18641,"Our annual 'Imipono family fun day is a special one this year, marking the 20th anniversary of our Hawaiian Language Immersion program at Pu'ohala.  Come and join to enjoy Hawaiian food, entertainment, and cultural exhibitions.",Puohala,"45-233 Kulauli Street,  Kaneohe, HI  96744",05/07/2011,05/07/2016,carol_paaoao@notes.k12.hi.us,,'Imipono,(808) 233-5660,http://www.hawaiieventsonline.com/view.php?eventID=18641,Free
6:00pm - 8:30pm,http://www.hawaiieventsonline.com/viewpic.php?id=13968,"Ali Garcia Performs Music from Mexico, Central America, South America, and more. <br /> <br /> Mexico Restaurant was listed in the Honolulu Advertiser's 2007-2008 Best Restaurants Guide.<br /> <br /> http://the.honoluluadvertiser.com/specials/bestrestaurants07/restaurant?id=186",Mexico Restaurant,"1247 N. School Street,  Honolulu, HI 96817",04/21/2011,12/19/2013,aligarciamusic@aol.com,http://www.myspace.com/aligarciamusic,Acoustic Latin Music,(415) 418-4203,http://www.hawaiieventsonline.com/view.php?eventID=13968,Free
9:30am - 3:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18650,"Garden Nile Belly Dancers<br /> proudly present<br /> <br />  <br /> <br /> AZIZA OF MONTREAL<br /> <br />  <br /> <br /> 2-day workshop May 21 &amp; 22, 2011<br /> Honolulu, Hawaii <br /> <br />  <br /> The Garden Nile Belly Dancers proudly present &ldquo;Aziza of Montreal&ldquo;, one of the brightest, most in-demand stars of belly dance in the world today. <br />  <br /> Don't miss this unique opportunity to experience Aziza's workshops.  Due to Aziza's vast travels of the world, she in constantly expanding her knowledge of this ancient art form so that her workshops incorporate fresh and exciting new movements.  Aziza's undeniable skill in presenting well-organized, relevant and useful material that is challenging inspires dancers to reach for the next level. <br />  <br /> <br /> TWO DAYS OF FABULOUS WORKSHOPS WITH AZIZA OF MONTREAL!!!<br /> <br />  <br /> Workshops will be held on Saturday and Sunday, May 21-22, 2011, at the Island Oasis Belly Dance Boutique &amp; Studio, Aloha Tower Marketplace.  This 2-day, eight hour workshop will incorporate the following:<br />  <br /> <br /> Sat May 21, 2011<br /> Copious Combinations! <br /> Dynamic Drum solo<br /> <br /> <br /> <br /> <br /> Sun May 22, 2011 <br /> Saucy Saidi<br /> Golden Age Veil Choreography<br /> <br /> <br /> <br />  1-day workshop $98 <br /> 2-day workshop special  $170   <br /> (purchased before 3/31/11) <br /> 2-day workshop $185<br /> <br /> These workshops will sell out, so sign up early! <br /> <br /> Workshop participants who would like to perform in the show featuring Aziza can email nelleke@gardennilebellydancers.com or call Nelleke at (808)651-8238 with any questions or a request for additional information.<br /> <br /> For a more detailed description of Aziza's workshop topics, show and registration, please visit our website at http://www.gardennilebellydancers.com/Aziza.<br />   <br />  <br /> <br />  EXPERIENCE AZIZA'S EXQUISITE MASTERY <br /> OF THE STAGE<br /> <br /> <br /> Sunday, May 22, 2011<br /> 7:00 pm<br /> <br />  <br /> This spectacular show will be at Bishop Museum's Atherton Halau/Hale Wa'a. Click here for tickets. $20 in advance, $25 at the door. <br /> <br /> Hope to dance with and see you soon!!!!<br /> <br /> <br /> Garden Nile Belly Dancers",Island Oasis Belly Dance Boutique &amp; Studio,"Aloha Tower Marketplace, 2nd floor,  Honolulu, HI",05/21/2011,05/21/2011,events@gardennilebellydancers.com,http://gardennilebellydancers.com/Aziza,AZIZA OF MONTREAL 2-DAY BELLY DANCE WORKSHOP &amp; SHOW,(808) 651-8238,http://www.hawaiieventsonline.com/view.php?eventID=18650,
5:15pm - 6:15pm,http://www.hawaiieventsonline.com/viewpic.php?id=10928,"Aikido classes with The Aikido Ohana at the Higashi Hongwanji Mission of Hawai'i. The Aikido Ohana is a 501c3 non-profit organization dedicated to the practice of Aikido in a friendly and open environment since 1981. The Aikido Ohana is affiliated with the Aikikai Foundation - Aikido World Headquarters in Tokyo, Japan. Information: Chris Li, 221-8656 or www.aikidoohana.org",Higashi Hongwanji Mission of Hawai'i,"1685 Alaneo Street,  Honolulu HI 96817-2915",04/22/2011,12/30/2011,chrisli@bridge1.com,http://www.aikidoohana.org/,Beginner's Aikido classes with The Aikido Ohana,(808) 221-8656,http://www.hawaiieventsonline.com/view.php?eventID=10928,$20/mo...
4:00pm - 8:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=17592,"Yes, you just pay 50% off the full price on your food that you order from our main menu, every Monday-Friday from 4pm-8pm.  Not a bad way to unwind after a hard days work with a refreshing cold drink or beer.",CHEZ'S SPORTS BAR &amp; GRILL -  NEXT TO TONY ROMA'S,"98-150 Kaonohi St.,  Aiea, Hawaii, HI",04/20/2011,12/07/2011,aleoke@hawaii.rr.com,,50% OFF - FOOD @ CHEZ'S,(808) 221-7140,http://www.hawaiieventsonline.com/view.php?eventID=17592,Free
11:00am - 2:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=18630,"Treat your administrative professionals to a special lunch buffet at the Oceanarium Restaurant!<br /> <br /> Administrative Professionals' Day Special<br /> at The Oceanarium Restaurant<br /> <br /> Wednesday, April 27, 2011<br /> <br /> Administrative Professionals' Day<br /> Lunch Buffet<br /> 11:00 am - 2:00 pm <br />  <br /> Adults: $17.50 / Children (5 - 10 yrs. old) $10.50<br /> <br /> Dive Times on April 27, 2011: <br /> 12:30 pm, 5:00 pm, 7:00 pm, 9:00 pm<br /> <br /> Please visit our website or call us at (808) 921-6111 for reservations, menu details and more information.",The Oceanarium at Pacific Beach Hotel,"2490 Kalakaua Avenue,  Honolulu, HI 96815",04/27/2011,04/27/2011,,http://www.pacificbeachhotel.com/AdminDaySpecial,Administrative Professionals' Day at The Oceanarium,(808) 921-6111,http://www.hawaiieventsonline.com/view.php?eventID=18630,Adults...
8:00pm - 3:30am,http://www.hawaiieventsonline.com/viewpic.php?id=17570,"KARAOKE @ CHEZ EVERY NIGHT EXCEPT FRIDAY AND SATURDAY.<br /> <br /> 8PM-330AM<br /> SING YOUR FAVORITES. OVER 4,000 SELECTED SONGS.<br /> <br /> $1 PER SONG.",CHEZ'S SPORTS BAR &amp; GRILL -  NEXT TO TONY ROMA'S,"98-150 KAONOHI ST.,  AIEA",04/19/2011,12/29/2011,aleoke@hawaii.rr.com,,&ldquo;KARAOKE&ldquo; @ CHEZ,(808) 221-7140,http://www.hawaiieventsonline.com/view.php?eventID=17570,Free
10:30am - 12:00am,http://www.hawaiieventsonline.com/viewpic.php?id=3&amp;data=cat_photo,"Touched by the devastating images and stories of survival in the wake of the March 11 Japan disaster, Haseko Hawaii, Inc. and Hoakalei Charities will host a Friendship Golf Tournament on Friday, May 6, 2011, at the Ernie-Els designed golf course at Hoakalei Country Club. The 18-hole tournament will benefit the Japanese Red Cross Society and all proceeds will go toward their disaster relief efforts.<br /> <br /> Registration will begin at 10:30 a.m., followed by a shotgun start at 12 noon. The format is a 3 Man Team Scramble. Golfers will enjoy hosted lunch and drinks during play, an awards ceremony with door prize giveaways, and a banquet to follow. <br /> <br /> The entry deadline is April 29, 2011. Volunteer positions are open to those who wish to help in other ways and prize donations will also be accepted for the ceremony.",Hoakalei Country Club,"Keoneula Blvd,  Ewa Beach, HI 96706",05/06/2011,05/06/2011,,http://www.hoakaleicountryclub.com,FRIENDSHIP GOLF TOURNAMENT FOR JAPAN,(808) 853-4347,http://www.hawaiieventsonline.com/view.php?eventID=18646,Partic...
5:00pm - 12:00pm,http://www.hawaiieventsonline.com/viewpic.php?id=17&amp;data=cat_photo,"Hospice Hawaii will host its annual Family Bereavement Camp Ka Pilina Pulama at the Queen Liliuokalani Children&rsquo;s Center in Punaluu. The camp is for families with children 7-17 years old who have lost a loved one to death in the past three to four years. The camp provides a balance of fun activities and introspective exercises to assist families with the process of loss, grief, remembrance and healing. <br /> <br /> The deadline to apply is April 30, 2011.",Queen Liliuokalani Children&rsquo;s Center in Punalu&rsquo;u,"53-516 Kamehameha Hwy, HI",06/25/2011,06/26/2011,familycamp@hospicehawaii.org,http://www.hospicehawaii.org,12th Annual Hospice Hawaii Family Bereavement Camp,(808) 924-9255,http://www.hawaiieventsonline.com/view.php?eventID=18644,$50 pe...
