phone,moreDetailURL,latitude,name,address,admission,date,venue,description,externalURL,longitude
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Taylor%2DSwift/id/27700,39.969406,Taylor Swift,"200 W. Nationwide Blvd., Columbus, OH 43215",$28-$83,06/07/2011,Nationwide Arena,,http://www.nationwidearena.com,-83.006206
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Bright%2DEyes/id/27926,39.9698179,Bright Eyes,"405 Neil Ave., Columbus, OH 43215",$37.25,06/08/2011,"THE LC, Lifestyle Communities Pavilion",,http://www.promowestlive.com,-83.010375
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Panic%2Dat%2Dthe%2DDisco/id/27980,39.9698179,Panic at the Disco,"405 Neil Ave., Columbus, OH 43215",$32.25,06/09/2011,"THE LC, Lifestyle Communities Pavilion",,http://www.promowestlive.com,-83.010375
614-461-5483,http://www.experiencecolumbus.com/event-detail.cfm/event/David%2DBazan/id/28319,39.9697354,David Bazan,"391 Neil Ave., Columbus, OH 43215",$12,06/11/2011,The Basement,,http://www.promowestlive.com,-83.0098098
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Okkervil%2DRiver/id/27844,39.9974696,Okkervil River,"1722 N. High St., Columbus, OH 43201",$22.25,06/11/2011,Newport Music Hall,,http://www.newportmusichall.com,-83.007515
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Ray%2DLamontagne%2Dand%2Dthe%2DPariah%2DDogs/id/27774,39.9698179,Ray Lamontagne and the Pariah Dogs,"405 Neil Ave., Columbus, OH 43215",$42.25,06/11/2011,"THE LC, Lifestyle Communities Pavilion",,http://www.promowestlive.com,-83.010375
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Foster%2Dthe%2DPeople/id/28235,39.9974693,Foster the People,"1722 N. High St., Columbus, OH 43201",$7.75,06/14/2011,Newport Music Hall,,http://www.newportmusichall.com,-83.007414
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Elvis%2DCostello%2Dand%2Dthe%2DImposters/id/27982,39.9698179,Elvis Costello and the Imposters,"405 Neil Ave., Columbus, OH 43215",$53.70,06/19/2011,"THE LC, Lifestyle Communities Pavilion",,http://www.promowestlive.com,-83.010375
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/An%2DEvening%2Dwith%2DDavy%2DJones%2C%2DMicky%2DDolenz%2C%2DPeter%2DTork%2Dof%2Dthe%2DMonkees/id/27797,39.9698179,"An Evening with Davy Jones, Micky Dolenz, & Peter Tork of the Monkees","405 Neil Ave., Columbus, OH 43215",$48.55,06/24/2011,"THE LC, Lifestyle Communities Pavilion",,http://www.promowestlive.com,-83.010375
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Kenny%2DChesney/id/27782,40.0089948,Kenny Chesney,"One Black & Gold Boulevard, Columbus, OH 43211",$39-$199,06/25/2011,Columbus Crew Stadium,,http://www.TheCrew.com,-82.9912198
614-224-2606,http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DArts%2DFestival/id/25290,39.964287,Columbus Arts Festival,"480 E. Broad St., Columbus, OH 43215",Free,06/03/2011 - 06/05/2011,Discovery District,"Discover the art at the 2011 Columbus Arts Festival in downtown's Discovery District. Surrounded by the Columbus Museum of Art, the Columbus College of Art and Design and Columbus State Community College, the Columbus Arts Festival is the city's welcome-to-summer event, pairing the finest artists and craftspeople from around the country and the world with continuous entertainment including hands-on art activities, musical performances and great food from area restaurants.",http://www.gcac.org/fest/,-82.987942
614-806-8110,http://www.experiencecolumbus.com/event-detail.cfm/event/Park%2DStreet%2DFestival/id/27933,39.9725958,Park Street Festival,"511 Park St., Columbus, OH 43215",$5. Subject to change,06/10/2011 - 06/11/2011,Along Park Street,"This year, we're back and better than ever with live music, great food and entertainment for kids and adults of all ages. The Park Street Festival is a collaboration of unique foods and drinks from local vendors and the many entertainment venues located in the Park Street District.",http://www.parkstreetfest.com,-83.0047236
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/CAMP%2DBlues/id/27975,39.9671896,CAMP Blues,"771 E. Long St., Columbus, OH 43203",,06/13/2011 - 06/17/2011,"Jazz Academy, Lincoln Theatre","Join Sean Carney and the Sean Carney Band for CAMP Blues, a weeklong ensemble experience focusing on learning about and playing the blues. The course will focus on guitar, bass and drums, exploring those instruments' respective roles in blues music and developing participants' instrumental skills and techniques. Instructors will discuss basic theory, ear training and improvisation with respect to their instrument and practical application in the ensemble setting. Students will hear recorded examples with directed listening and will be given names of recordings to listen to in the future.",http://www.jazzartsgroup.org,-82.9807147
614-418-9114,http://www.experiencecolumbus.com/event-detail.cfm/event/Creekside%2DBlues%2DJazz%2DFestival/id/25339,40.020825,Creekside Blues & Jazz Festival,"123 Mill St., Gahanna, 43230",Adults $3. Children under 12 free. Military free with ID.,06/17/2011 - 06/19/2011,Creekside Park & Plaza,"This music festival is the showcase for the best blues and jazz music in Ohio, if not the Midwest. Music isn't all that this renowned event has to offer. Centered around Creekside Park and Olde Gahanna, the Creekside Blues & Jazz Festival promises something for everyone with more than 90 hours of entertainment, Jog for Jazz, Sunday Jazz Brunch, Musical Discovery Zone, amusement rides, vendors, and of course, great food!",http://www.creeksidebluesandjazz.com,-82.8795589
614-263-3851,http://www.experiencecolumbus.com/event-detail.cfm/event/Fred%2DBailey%2DSings%2DStories%2Dof%2DHope%2Dand%2DStruggle/id/28299,40.0328639,Fred Bailey Sings Stories of Hope and Struggle,"35 Oakland Park, Columbus, OH 43214",$10,06/18/2011,Columbus Mennonite Church,"Fred Bailey's singing voice is not sweet. Instead, it's gritty, ragged, and rough. But that's good. Because the 70 year old Clintonville performer sings songs about chemical factory workers stricken by lung disease, Vietnam war veterans plagued by battle demons, sailors lost at sea, skeletons of ramshackle Okie homesteads abandoned during the Dust Bowl years, and park rangers trapped by forest fires.",,-83.015162
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/CAMP%2DBlues%2D2/id/27976,39.9671896,CAMP Blues 2,"771 E. Long St., Columbus, OH 43203",,06/20/2011 - 06/24/2011,"Jazz Academy, Lincoln Theatre","Join Sean Carney and the Sean Carney Band for CAMP Blues, a weeklong ensemble experience focusing on learning about and playing the blues. The course will focus on guitar, bass and drums, exploring those instruments' respective roles in blues music and developing participants' instrumental skills and techniques. Instructors will discuss basic theory, ear training and improvisation with respect to their instrument and practical application in the ensemble setting. Students will hear recorded examples with directed listening and will be given names of recordings to listen to in the future.",http://www.jazzartsgroup.org,-82.9807147
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/CAMP%2DRock/id/27977,39.9671896,CAMP Rock,"771 E. Long St., Columbus, OH 43203",$225-$250,06/20/2011 - 06/24/2011,"Jazz Academy, Lincoln Theatre","Get ready to rock! CAMP Rock is for individuals who play guitar, bass, drum set or sing. Each day will include listening to great rock recordings, jamming' with your ensemble and sectional rehearsals with camp participants and great professional musicians. At the end of the week, each ensemble will be able to play and perform at least one song.",http://www.jazzartsgroup.org,-82.9807147
614-262-7469,http://www.experiencecolumbus.com/event-detail.cfm/event/Vaud%2DVillities%3A%2DThe%2DBest%2Dof%2DVaud%2DVillities/id/25910,40.0155695,Vaud-Villities: The Best of Vaud-Villities,"1650 Ridgeview Rd., Columbus, OH 43221",,06/23/2011 - 06/26/2011,Upper Arlington High School,"Vaud-Villities, an annual music spectacular, is the oldest and largest musical production in the United States.",http://www.vvproductions.com,-83.0553317
614-645-3300,http://www.experiencecolumbus.com/event-detail.cfm/event/ComFest/id/25911,,ComFest,"Corner of Goodale Blvd. And Park St., Columbus, OH 43201",Free,06/24/2011 - 06/26/2011,Goodale Park,"A favorite of locals, ComFest is a free festival of juried music, food and art that promotes unity. Concerts start around noon daily.",http://www.comfest.com,
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/IMPROVisation/id/28021,39.9671896,IMPROVisation,"771 E. Long St., Columbus, OH 43203",$80-$90,06/27/2011 - 07/01/2011,"Jazz Academy, Lincoln Theatre","Explore the rhythmic, melodic and harmonic concepts of jazz in this weeklong performance oriented camp. We'll spend most of our time playing the music with less emphasis on lecture. Have fun, develop your musical abilities, and improve your improvisational skills!",http://www.jazzartsgroup.org,-82.9807147
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/No%2DCharts%21%2DEnsemble%2Dand%2DIMPROVisation%2DBundle/id/28022,39.9671896,No Charts! Ensemble and IMPROVisation Bundle,"771 E. Long St., Columbus, OH 43203",$150-$170,06/27/2011 - 07/01/2011,"Jazz Academy, Lincoln Theatre","Bundle the ""No Charts!"" Ensemble and IMPROVisation camps and spend your whole day listening, learning and playing music at the Jazz Academy. Participants are welcome to pack a lunch and eat in the Jazz Academy lounge.",http://www.jazzartsgroup.org,-82.9807147
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/No%2DCharts%21%2DEnsemble%2Dwith%2DJay%2DMiglia/id/28020,39.9671896,No Charts! Ensemble with Jay Miglia,"771 E. Long St., Columbus, OH 43203",$80-$90,06/27/2011 - 07/01/2011,"Jazz Academy, Lincoln Theatre","Leave your reading glasses at home! The ""No Charts!"" Ensemble is all about using your ears! This course is designed to introduce students to playing their instruments by ear, an experience that will open new avenues of creativity for every participant. Every day we will memorize a simple tune or two and improvise without reading notes or worrying about jazz theory. The band is open to students entering middle through high school who play ""Big Band"" instruments: alto, tenor and baritone saxophones, trumpet, trombone, guitar and bass, piano/keyboard, vibes and drum set.",http://www.jazzartsgroup.org,-82.9807147
614-221-0227,http://www.experiencecolumbus.com/event-detail.cfm/event/Little%2DGermany%3A%2DCanals%2C%2DBreweries%2DCharming%2DHouses/id/28383,,"Little Germany: Canals, Breweries & Charming Houses","310 S. High St., Columbus, OH 43215",$10,06/04/2011,Westin Great Southern,"The Great Southern Hotel was the architectural pinnacle of taste, culture, and acumen, and in many ways a high point of business for the city's largest ethnic group. Germans had been settling there since the very founding of the city. Explore the architecture, traditions, and stories that still define Columbus.",http://www.columbuslandmarks.org,
"614-297-2300, 800-686-6124",http://www.experiencecolumbus.com/event-detail.cfm/event/Community%2DConversation%3A%2DParenting%3A%2DFrom%2DThumb%2DCovers%2Dto%2DTiger%2DMoms/id/28178,40.0046895,Community Conversation: Parenting: From Thumb Covers to Tiger Moms,"1982 Velma Ave., Columbus, OH 43211",Adults $8. Seniors $7. Children 6-12 $4.,06/09/2011,Ohio Historical Center/Ohio Village,"This conversation will focus on parenting, especially current controversies that have swirled around different approaches to parenting.",http://www.ohiohistory.org,-82.9876542
"614-297-2300, 800-686-6124",http://www.experiencecolumbus.com/event-detail.cfm/event/New%2DBehind%2Dthe%2DScenes%2DTours%3A%2DCivil%2DWar%2DCollections/id/28033,40.0046895,New Behind-the-Scenes Tours: Civil War Collections,"1982 Velma Ave., Columbus, OH 43211",$150,06/09/2011,Ohio Historical Center/Ohio Village,"Participants will get an exclusive, guided tour through the Ohio Historical Society's Civil War objects and collections that aren't on exhibit and are stored in areas not open to the public. This tour will focus on the flags, weapons, military accessories and clothing related to the Civil War era in and around Ohio .",http://www.ohiohistory.org,-82.9876542
800-877-1830,http://www.experiencecolumbus.com/event-detail.cfm/event/Corvettes%2Dat%2DRoscoe%2DCruise%2DIn/id/27943,40.2816973,Corvettes at Roscoe Cruise-In,"600 N. Whitewoman St., Coshocton, 43812",Free,06/12/2011,Historic Roscoe Village,Over 200 Corvettes will converge in Roscoe Village at this event hosted by the Classic Glass Corvette Club. Stroll through the streets of Roscoe Village to the tunes of 50's and 60's music as you admire your favorite car and talk to its proud owner.,http://www.roscoevillage.com,-81.8767497
