fullAddress,venue,description,email,image,ticketPhone,title,website,dates,moreInfoLink
"200 Madison Ave N, Bainbridge Island, WA, 98110",Bainbridge Performing Arts,"Chamber music by J.S. Bach, Wolfgang Amadeus Mozart and Johannes Brahms for strings, woodwinds and piano. Performers include Thomas Monk (violin); Lara Moore (viola); Barbara Deppe (cello); Amy Duerr-Day (oboe); Patti Beasley (clarinet); Ron Gilbert (horn); Judith Lawrence (bassoon); and pianists Mary Foster Grant and James Quitslund. This is the final event in the multi-year series organized and moderated by pianist James Quitslund.</p>			</p>    			<br><br>",boxoffice@bainbridgeperformingarts.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441146529/web_sidebar_ad_chambermusic_march_medium.jpg,206-842-8569,Chamber Music Concert,http://www.bainbridgeperformingarts.org/Performances/Music/ChamberMusic1011.html,03/27/2011,http://www.seattleperforms.com/event/detail/441146529/Chamber_Music_Concert
"609 8th Avenue, Seattle, WA, 98104",Trinity Parish Church,"The Man in the Mirror - An original one-act opera for tenor, harpsichord and cello by Ben Bernstein. Local tenor Ross Hauck performs this funny and poignant, incredibly well-sung performance that offers the public a rare glimpse into what really happens before performers go on stage.</p>			</p>    			<br><br>",mronish@flash.net,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441164059/maninthemirrorweb_medium.jpg,206 999-7045,The Man in the Mirror,http://www.americanhandelfestival.org,03/16/2011-03/18/2011,http://www.seattleperforms.com/event/detail/441164059/The_Man_in_the_Mirror
"200 Roy St, Seattle, WA, 98109",Solo Bar,Top o' th' mornin' to ya. C'mon by Solo Bar for NCTC's 3rd Annual St. Paddy's Day Party at 7:30 this Thursday night! We're in rehearsal for O Lovely Glowworm and the setting takes place appropriately in rural Ireland! Let's drink some green beer and share some fun stories...</p>			</p>    			<br><br>,,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/532/newcenturytheatrecompany_medium.jpg,,New Century Theatre Company's Third Annual St. Paddy's Day Party,,03/17/2011,http://www.seattleperforms.com/event/detail/441172809/New_Century_Theatre_Companys_Third_Annual_St_Paddys_Day_Party
"1420 Northwest 80th Street, Seattle, WA, 98117",United Evangelical Free Church,"The road to mastering your acting skills is paved with practice, practice, practice, so make every opportunity count. Polish your existing skills while learning new ones in this challenging class for adult actors who wish to deepen their understanding of the craft of acting. Using scene work and a variety of genres, we will explore moment-to-moment truth, subtext, relationship, and environment as we intensify our exploration of the actor&rsquo;s process.</p>			</p>    			<br><br>",studio@taproottheatre.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441173217/ttclogo_acting_medium.jpg,(260) 529-3668,Adult Scene Study,,04/04/2011-05/16/2011,http://www.seattleperforms.com/event/detail/441173217/Adult_Scene_Study
"1420 Northwest 80th Street, Seattle, WA, 98117",United Evangelical Free Church,"Young actors who wish to deepen their understanding of the craft of acting will bring their performance to new heights in this scene study class taught by an accomplished teaching artist.  This class will guide students through the scene study process as they explore character, subtext, relationship and environment. Students will explore a variety of genres and stretch their range of emotions and characterization.<br> <br> This class is for students 4th-12th grade.</p>			</p>    			<br><br>",studio@taproottheatre.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441173221/ttclogo_acting_medium.jpg,(206) 529-3558,Youth Scene Study,,04/05/2011-05/17/2011,http://www.seattleperforms.com/event/detail/441173221/Youth_Scene_Study
"University of Washington Campus, intersection of 15th ave and 40th st, Seattle, WA",Meany Hall for the Performing Arts,"On Saturday May 14, 2011 Don of &lsquo;The Ron and Don Show&rsquo; on 97.3 will host the 7th annual &ldquo;Dance for a Cure&rdquo; performance and silent auction to benefit Fred Hutchinson Cancer Research and Pete Gross House.  Local pre professional youth performers along with professional artists from L.A. will embrace the stage with passionate and powerful performances that will leave you inspired and full of hope.  Join us at Meany Theater at the University of Washington for an incredible evening of dance, music, cocktails, and community.  Be a part of the revolution and help us find a cure for cancer.  Purchase your tickets at  http://brownpapertickets.com/event/159896 or  call our 24/7 call center at 1-800-838-3006 ext. 1 to order tickets over the phone.<br> If you cannot attend, please consider making a donation- visit www.danceforacure.org  or email danceforacure@live.com.</p>			</p>    			<br><br>",,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441171851/dance4curerevolutionart_000_medium.jpg,1-800-838-3006 ext. 1,"Dance for a Cure 2011 ""Revolution""",http://www.danceforacure.org,05/14/2011,http://www.seattleperforms.com/event/detail/441171851/Dance_for_a_Cure_2011_Revolution
"1524 Harvard Ave, Seattle, WA, 98122",Erickson Theatre,"“I cannot see or hear the world beyond my eyes and ears, no, but I've constructed, with great effort, an inner world, and it's lovely.”<br><br> - A dead goat<br><br> A Play About a Goat. Really? New Century Theatre Company Keeps Pushing the Envelope.  With Mermaids, Soldiers, Unicorns, Giant Swans, and the Self-Flushing Toilet Inventor. <br><br> <br><br> O Lovely Glowworm, Or Scenes of Great Beauty by Glen Berger<br><br> Directed by Roger Bennington<br><br> Erickson Theatre, Capitol Hill, Seattle <br><br> Performance Runs: April 13 – May 14, 2011<br><br> <br><br> SEATTLE, WA— The critically acclaimed New Century Theatre Company (NCTC) enters their third season by taking on the outrageously funny and profoundly moving story of a stuffed dead goat on a fantastical quest for the meaning of existence.  O Lovely Glowworm was written by former Seattleite Glen Berger (co-book writer Broadway’s already infamous Spider Man – Turn Off The Dark). In this award-winning play, Berger weaves a whimsical, poetic narrative of love-struck soldiers, mermaids, unicorns, a contemplative goat, and a hapless inventor attempting to devise a self-flushing toilet. In a small corner of Ireland circa 1918, a stuffed goat living atop a garbage heap concocts a magical inner world to escape the reality of its bleak existence. Suffused with music from World War I, O Lovely Glowworm is a joyously inventive celebration of humanity. NCTC will present this absurd yet timely play that questions our bleak existence, allows our minds to wander, and encourages uncontrollable laughter.<br><br> Cast:<br><br> Mark Chamberlin<br><br> Gretchen Krich<br><br> Peter Dylan O’Connor<br><br> MJ Sieber <br><br> Brian Claudio Smith<br><br> Jennifer Lee Taylor<br><br> <br><br> Lighting Designer: Andrew D Smith<br><br> Sound Designer: Rob Witmer<br><br> Costume Designer: Harmony Arnold<br><br> Charge Painter: Katie Hansen<br><br> Properties Manager: Maridee Slater<br><br> Stage Manager: Sarah Mixon<br><br> Production Manager: Michael Patten<br><br> Technical Director: Ray Gonzalez</p>			</p>    			<br><br>",,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/5416/33314-250_medium.gif,800-838-3006,O Lovely Glowworm by Glen Berger,http://www.newcenturytheatrecompany.org,04/13/2011-05/14/2011,http://www.seattleperforms.com/event/detail/5416/O_Lovely_Glowworm_by_Glen_Berger
"202 4th Ave. E., Olympia, WA, 98501",State Theater,"It&rsquo;s the 1950s, and Roddy Stern is growing up in a family dominated by his pathologically jealous father, who lurks outside his own house in hopes of catching his wife with other men or playing the piano. The father&rsquo;s absurd suspicions and bursts of violence are variously ignored, provoked, and tearfully forgiven by the mother, sister, and bickering grandparents, while Roddy takes the brunt of the bruising. On the surface, Unexpected Tenderness is a charming family comedy. But it&rsquo;s punctuated by a tragic complexity that is alternately shocking, endearing and uplifting.</p> <p>a comic drama by Israel Horovitz<br> directed by Scot Whitney<br> &nbsp;</p>			</p>    			<br><br>",boxoffice@harlequinproductions.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441146747/hp_tenderness_medium.jpg,360.786.0151,Unexpected Tenderness,http://www.harlequinproductions.org/seasonpages/11/unextenderness.html,05/05/2011-05/28/2011,http://www.seattleperforms.com/event/detail/441146747/Unexpected_Tenderness
"700 Union St, Seattle, WA, 98101",ACT Theatre,"A comic portrait of urban angst spiked with Simon&rsquo;s trademark zingers. <br> <br> Heat waves. Garbage strikes. Noisy neighbors. Burglars. No place dishes it out quite like New York City, and with his job hanging by a thread, Mel Edison is in no mood to grin and bear it. Sparkling with Simon&rsquo;s usual wit and fueled by a still-resonant anger at the dehumanizing effects of modern city life, this comedy classic pits Mel and his steadfast wife Edna against an assault by 1970s Manhattan&mdash;and it&rsquo;s anybody&rsquo;s guess who&rsquo;ll win.</p>			</p>    			<br><br>",service@acttheatre.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441166857/prisoner-thumb-sm_medium.jpg,206-292-7676,The Prisoner of Second Avenue by Neil Simon,http://j.mp/i6gMdk,04/29/2011-05/29/2011,http://www.seattleperforms.com/event/detail/441166857/The_Prisoner_of_Second_Avenue_by_Neil_Simon
"402 Sixth St. S, Kirkland, WA, 98033",Studio East Mainstage Theater,Annie</p>			</p>    			<br><br>,info@studio-east.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/360/storybooktheaterstudioeast_medium.jpg,425-820-1800,Annie,http://www.studio-east.org/,05/20/2011-06/12/2011,http://www.seattleperforms.com/event/detail/5695/Annie
"3000 Seabeck Hwy., Bremerton, WA, 98312",Kitsap Forest Theater,"Set in a Western territory just after the turn of the century, the high-spirited rivalry between the local framers and cowboys provides the colorful background against which Curly, a handsome cowboy, and Laurey, a winsome farm girl, play out their love story. That they will succeed in making a new life together we have no doubt, and that this new life will begin in a brand-new state provides the ultimate climax to the triumphant Oklahoma!<br> <br> Escape to another time and era and enjoy an afternoon of merriment that the whole family will enjoy. We guarantee you&rsquo;ll leave smiling.<br> <br> Enjoy a great day trip with friends and family. All ages will delight in this unique Northwest experience. Come early and picnic under the firs before the trail to the theater opens at 1:00 pm for the 2:00 pm show.<br> <br> Wear comfortable non-slip shoes for the 10 minute walk down the winding forest trail, and don&rsquo;t forget your camera. Enjoy the beautiful wild rhododendrons in bloom during the spring show.<br> <br> Seating is festival-style &mdash; to make the terraced earth seats more comfortable you may want to rent a cushion at the theater or bring your own cushion or stadium-style folding seat.<br> <br> Dress comfortably for the weather to enjoy the show rain or shine.<br> <br> Invite your friends (but please leave your pets at home) for a magical, relaxing day in the forest!<br> </p>			</p>    			<br><br>",tickets@foresttheater.com,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441166119/oklahoma!_logo_medium.jpg,206-542-7815,Oklahoma!,http://www.ForestTheater.com,05/29/2011-06/19/2011,http://www.seattleperforms.com/event/detail/441166119/Oklahoma
