startDate,city,address,venue,description,longitude,zipcode,state,title,website,latitude,moreinfo
,Ohio Township,562 Camp Horne Road,Animal Friends,"Pet resource center seeks volunteers to socialize &  foster animals, help w/ events, adoption & admin.",-80.07913,15237.0,PA,Animal Friends,http://www.animal-friends.org,40.52303,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23177
,,,,"Seeking foster homes for animals, as well as volunteers for dog-walking, pet therapy, cat snuggling and more. East Liberty.",,,,Animal Rescue League,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23179
,,,,"Seeking foster homes for animals, as well as volunteers for dog-walking, pet therapy, cat snuggling and more. East Liberty.",,,,Animal Rescue League,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23179
,,,,Help injured wildlife. Verona.,,,,Animal Rescue League Wildlife Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23178
,,,,Help injured wildlife. Verona.,,,,Animal Rescue League Wildlife Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23178
Ongoing.,,,,Seeking volunteers in recovery from mental illness to help mentor others battling depression and suicidal behaviors.,,,,Another Life Foundation,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:30429
Ongoing.,,,,Seeking volunteers in recovery from mental illness to help mentor others battling depression and suicidal behaviors.,,,,Another Life Foundation,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:30429
,,,,Tutoring students in grades K-9. New Kensington Salvation Army.,,,,Ark of Learning,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23180
,,,,Tutoring students in grades K-9. New Kensington Salvation Army.,,,,Ark of Learning,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23180
,,,,Reading and mentoring program.,,,,Beginning With Books,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23182
,,,,Reading and mentoring program.,,,,Beginning With Books,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23182
,,,,To work with patients and families. Training provided.,,,,Bethany Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23183
,,,,To work with patients and families. Training provided.,,,,Bethany Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23183
,,,,Assistance needed for this agency which works with disenfranchised women.,,,,Bethlehem Haven,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23184
,,,,Assistance needed for this agency which works with disenfranchised women.,,,,Bethlehem Haven,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23184
,,,,Adults to mentor young people from single-parent and at-risk homes.,,,,Big Brothers/Big Sisters of Greater Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23185
,,,,Adults to mentor young people from single-parent and at-risk homes.,,,,Big Brothers/Big Sisters of Greater Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23185
,,,,Gallery-sitters needed for upcoming exhibitions. South Side.,,,,Brew House Space 101,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23186
,,,,Gallery-sitters needed for upcoming exhibitions. South Side.,,,,Brew House Space 101,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23186
Ongoing.,,,,Seeking to connect mentors with men & women who are incarcerated. jbackers@prisonsociety.org,,,,Building Bridges,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86854
Ongoing.,,,,Seeking to connect mentors with men & women who are incarcerated. jbackers@prisonsociety.org,,,,Building Bridges,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86854
,,,,To work with children with disabilities.,,,,CareBreak,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23187
,,,,To work with children with disabilities.,,,,CareBreak,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23187
Ongoing.,,,,"Compassionate volunteers to assist patients & families w/ companionship; administrative opportunities, more. Free training & orientation provided.",,,,Cedars Community Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72846
Ongoing.,,,,"Compassionate volunteers to assist patients & families w/ companionship; administrative opportunities, more. Free training & orientation provided.",,,,Cedars Community Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72846
Ongoing.,,,,"Volunteers and interns needed for fundraising, marketing & event planning.",,,,Christopher's Guests,www.christophersguests.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55502
Ongoing.,,,,"Volunteers and interns needed for fundraising, marketing & event planning.",,,,Christopher's Guests,www.christophersguests.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55502
,,,,Seeking volunteer advocates for abused and neglected children.,,,,Court Appointed Special Advocate (CASA) Program,www.pgh-casa.org/,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23191
,,,,Seeking volunteer advocates for abused and neglected children.,,,,Court Appointed Special Advocate (CASA) Program,www.pgh-casa.org/,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23191
Ongoing.,,,,"Organization prepares economically disadvantaged women succeed in the workforce. Looking for image consultants, administrative workers, donation pick-up coordinators & more. Also accepting donations.",,,,Dress For Success Pittsburgh,www.dressforsuccess.org/pittsburgh,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:43246
Ongoing.,,,,"Organization prepares economically disadvantaged women succeed in the workforce. Looking for image consultants, administrative workers, donation pick-up coordinators & more. Also accepting donations.",,,,Dress For Success Pittsburgh,www.dressforsuccess.org/pittsburgh,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:43246
,,,,"Children's tutors and mentors needed. Weekday volunteers for soup kitchen, food pantry, Meals on Wheels program.",,,,East End Cooperative Ministry,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23194
,,,,"Children's tutors and mentors needed. Weekday volunteers for soup kitchen, food pantry, Meals on Wheels program.",,,,East End Cooperative Ministry,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23194
,,,,To help work the home-delivered meals program at the Turtle Creek and Swissvale Senior Centers.,,,,Eastern Area Adult Services,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23195
,,,,To help work the home-delivered meals program at the Turtle Creek and Swissvale Senior Centers.,,,,Eastern Area Adult Services,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23195
,,,,To work on child-abuse prevention and treatment programs.,,,,Family Resources,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23196
,,,,To work on child-abuse prevention and treatment programs.,,,,Family Resources,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23196
,Pittsburgh,214 N Lexington St,Construction Junction,Volunteers & bike mechanics needed to staff weekly open shop hours & assist the general public earn bicycles & repair their own.,-79.89908,15208.0,PA,Free Ride! Recycled Bike Collective,http://www.constructionjunction.org/,40.44969,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:44732
,Pittsburgh,214 N Lexington St,Construction Junction,Volunteers & bike mechanics needed to staff weekly open shop hours & assist the general public earn bicycles & repair their own.,-79.89908,15208.0,PA,Free Ride! Recycled Bike Collective,http://www.constructionjunction.org/,40.44969,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:44732
,,,,Work with patients and their families. Training provided.,,,,Gateway Health Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23197
,,,,Work with patients and their families. Training provided.,,,,Gateway Health Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23197
,,,,Staffers in all areas to help this service organization and staffers for the phone line. Squirrel Hill.,,,,Gay & Lesbian Community Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23198
,,,,Staffers in all areas to help this service organization and staffers for the phone line. Squirrel Hill.,,,,Gay & Lesbian Community Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23198
,,,,For short- and long-term positions to assist troops in the tri-state area.,,,,Girl Scouts Trillium Council,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23199
,,,,For short- and long-term positions to assist troops in the tri-state area.,,,,Girl Scouts Trillium Council,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23199
Ongoing.,,,,Seeking volunteers to promote diversity in the Pittsburgh region through community service.,,,,GLENDA,www.glenda.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57635
Ongoing.,,,,Seeking volunteers to promote diversity in the Pittsburgh region through community service.,,,,GLENDA,www.glenda.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57635
,,,,Groups and organizations to pack and sort medical supplies for shipment to developing countries.,,,,Global Links,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23200
,,,,Groups and organizations to pack and sort medical supplies for shipment to developing countries.,,,,Global Links,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23200
,,,,"Seeking tutors for math, writing and English as a Second Language. Free tutor training available.",,,,Goodwill Literacy Initiative,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23201
,,,,"Seeking tutors for math, writing and English as a Second Language. Free tutor training available.",,,,Goodwill Literacy Initiative,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23201
,,,,"Repack, gleaning, produce-to-people, special events, etc. Duquesne.",,,,Greater Pittsburgh Community Food Bank,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23203
,,,,"Repack, gleaning, produce-to-people, special events, etc. Duquesne.",,,,Greater Pittsburgh Community Food Bank,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23203
,,,,"Volunteer literacy tutors. Free training. Help another adult with reading, writing, math, English as a Second Language, GED, or computer.",,,,Greater Pittsburgh Literacy Council,www.gplc.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23205
,,,,"Volunteer literacy tutors. Free training. Help another adult with reading, writing, math, English as a Second Language, GED, or computer.",,,,Greater Pittsburgh Literacy Council,www.gplc.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23205
,,,,Volunteers needed for community outreach.,,,,Green Party of Allegheny County,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23349
,,,,Volunteers needed for community outreach.,,,,Green Party of Allegheny County,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23349
,,,,"Administration tasks, client companionship and more.",,,,Harmony Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23206
,,,,"Administration tasks, client companionship and more.",,,,Harmony Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23206
Ongoing.,,,,"Petition canvassing, phone banking, letter writing, speakers bureau, office volunteers & remote data entry for healthcare reform action.",,,,Healthcare4AllPA,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:75703
Ongoing.,,,,"Petition canvassing, phone banking, letter writing, speakers bureau, office volunteers & remote data entry for healthcare reform action.",,,,Healthcare4AllPA,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:75703
,,,,Free training and local assignments.,,,,Heartland Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23207
,,,,Free training and local assignments.,,,,Heartland Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23207
,,,,Volunteers needed.,,,,Help Safeguard Our System of Elections,www.VoteAllegheny.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23350
,,,,Volunteers needed.,,,,Help Safeguard Our System of Elections,www.VoteAllegheny.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23350
,,,,Seeking help for all areas of feral cat spay/neuter clinics. Veterinarians and vet techs a plus.,,,,Homeless Cat Management Team,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23208
,,,,Seeking help for all areas of feral cat spay/neuter clinics. Veterinarians and vet techs a plus.,,,,Homeless Cat Management Team,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23208
,,,,To work with individuals and caregivers.,,,,Horizons Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23243
,,,,To work with individuals and caregivers.,,,,Horizons Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23243
,,,,"Seeking dog-walkers and -trainers, cat-cuddlers, foster homes, event tables, more. North Side.",,,,Humane Society,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23209
,,,,"Seeking dog-walkers and -trainers, cat-cuddlers, foster homes, event tables, more. North Side.",,,,Humane Society,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23209
,,,,Office and administrative help needed.,,,,Hunger Services Urban League of Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23210
,,,,Office and administrative help needed.,,,,Hunger Services Urban League of Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23210
Ongoing.,,,,"Seeking compassionate volunteers to assist older adults by providing rides to doctor appointments, help with grocery shopping, friendly visiting, and more!",,,,Interfaith Volunteer Caregivers,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:41941
Ongoing.,,,,"Seeking compassionate volunteers to assist older adults by providing rides to doctor appointments, help with grocery shopping, friendly visiting, and more!",,,,Interfaith Volunteer Caregivers,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:41941
,,,,To work on upcoming productions and events.,,,,Junction Dance Theatre,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23212
,,,,To work on upcoming productions and events.,,,,Junction Dance Theatre,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23212
,,,,To work with hospice patients and families.,,,,Landmark Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23213
,,,,To work with hospice patients and families.,,,,Landmark Hospice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23213
Ongoing.,,,,Seeking adult mentors for youth.,,,,Mentoring Partnership of SWPA,www.MentoringPittsburgh.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:45313
Ongoing.,,,,Seeking adult mentors for youth.,,,,Mentoring Partnership of SWPA,www.MentoringPittsburgh.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:45313
,,,,Educational program for low-income students. Garfield.,,,,The Neighborhood Academy,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23240
,,,,Educational program for low-income students. Garfield.,,,,The Neighborhood Academy,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23240
,Pittsburgh,Allegheny Square East,New Hazlett Theater,Seeking volunteer ushers.,-80.00456,15212.0,PA,New Hazlett Theater,http://www.newhazletttheater.org,40.45251,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76060
,Pittsburgh,Allegheny Square East,New Hazlett Theater,Seeking volunteer ushers.,-80.00456,15212.0,PA,New Hazlett Theater,http://www.newhazletttheater.org,40.45251,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76060
,,,,Ushering and concessions for upcoming theatrical productions.,,,,New Place Collaborations,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23215
,,,,Ushering and concessions for upcoming theatrical productions.,,,,New Place Collaborations,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23215
,,,,"Help families in hardship and crisis, nonmedical support for frail seniors.",,,,North Hills Community Outreach,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23216
,,,,"Help families in hardship and crisis, nonmedical support for frail seniors.",,,,North Hills Community Outreach,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23216
Ongoing.,,,,Make a difference in the lives of area kids through our dynamic tutoring program for kids K-12. No experience necessary; instructional support provided.,,,,North Hills Youth Ministry Counseling Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:59027
