ticketPhone,title,website,moreInfoLink,from,tickets,latitude,times,to,description,venue,address,city,state,image,zipcode,longitude,email
(916) 608-6888,Classical Masters Music Festival: Charles Rosen,https://www.threestages.net/Online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=4EF8AC7F-21E3-4AD2-BE0F-27FC61F7475F,http://www.sacramento365.com/event/detail/441224249/Classical_Masters_Music_Festival_Charles_Rosen,06/11/2011,$15-$49,38.662598,Sat 8pm,06/11/2011,"Partners of Three Stages present the Classical Masters Music Festival with an evening concert featuring distingushed guest artist Charles Rosen. You can also catch him in conversation the next day.<br> <br> About Charles Rosen: The breadth of Charles Rosen's endeavors reflects a remarkable synthesis of performing musician, scholar, writer, and lecturer. A widely respected pianist, he brings to bear upon his playing the weight of his fascinating and far-reaching intellect, which has given rise to several books, including Sonata Forms, which was nominated for a Pulitzer; the celebrated The Classical Style: Haydn, Mozart and Beethoven; and The Romantic Generation. Mr. Rosen has recorded numerous works, from Bach to Carter, and has released a CD of Beethoven's Opp. 106 and 110 to accompany The Romantic Generation.  <br> <br> Charles Rosen began his studies at an early age, beginning piano lessons at the age of four, and continuing at the Juilliard School from the ages seven to eleven. He then spent six years studying with the legendary Moriz Rosenthal, who had been a pupil of Franz Liszt. Even with these roots deep in the great traditions of piano playing, he has not hesitated to blaze new trails, recording the complete piano music of Pierre Boulez, Igor Stravinsky&rsquo;s Movements for Piano and Orchestra with the composer conducting and numerous solo piano works of Elliott Carter.</p>			</p>    			<br><br>",Three Stages Performing Arts Center,10 College Parkway,Folsom,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224249/charles_rosen_medium.jpg,95630,-121.126932,ticketoffice@threestages.net
(916) 608-6888,Classical Masters Music Festival: Reminiscences and Conversations with Charles Rosen,https://www.threestages.net/Online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=0F77E054-3B7D-4CB4-8AAD-AA0E9B262B7A,http://www.sacramento365.com/event/detail/441224257/Classical_Masters_Music_Festival_Reminiscences_and_Conversations_with_Charles_Rosen,06/12/2011,$15,38.662598,Sun 2pm,06/12/2011,"Partners of Three Stages present the Classical Masters Music Festival. Reminiscences and Conversations with Charles Rosen: My Life with the Piano is an event featuring a special conversation with Charles Rosen. You can also catch him in concert the evening before.<br> <br> About Charles Rosen: The breadth of Charles Rosen's endeavors reflects a remarkable synthesis of performing musician, scholar, writer, and lecturer. A widely respected pianist, he brings to bear upon his playing the weight of his fascinating and far-reaching intellect, which has given rise to several books, including Sonata Forms, which was nominated for a Pulitzer; the celebrated The Classical Style: Haydn, Mozart and Beethoven; and The Romantic Generation. Mr. Rosen has recorded numerous works, from Bach to Carter, and has released a CD of Beethoven's Opp. 106 and 110 to accompany The Romantic Generation.  <br> <br> Charles Rosen began his studies at an early age, beginning piano lessons at the age of four, and continuing at the Juilliard School from the ages seven to eleven. He then spent six years studying with the legendary Moriz Rosenthal, who had been a pupil of Franz Liszt. Even with these roots deep in the great traditions of piano playing, he has not hesitated to blaze new trails, recording the complete piano music of Pierre Boulez, Igor Stravinsky&rsquo;s Movements for Piano and Orchestra with the composer conducting and numerous solo piano works of Elliott Carter.</p>			</p>    			<br><br>",Three Stages Performing Arts Center,10 College Parkway,Folsom,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224257/charles_rosen_medium.jpg,95630,-121.126932,ticketoffice@threestages.net
(916) 608-6888,Classical Masters Music Festival: Piano Competition Finalists,https://www.threestages.net/Online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=9BA733CE-5E44-41D7-AB3F-9C82897A2163,http://www.sacramento365.com/event/detail/441224265/Classical_Masters_Music_Festival_Piano_Competition_Finalists,06/12/2011,$15-$39,38.662598,Sun 7pm,06/12/2011,Partners of Three Stages presents the Classical Masters Music Festival with a performance of Piano Competition Finalists--an event featuring finalists from the Festival Piano Competition. Audience participates by choosing the special Audience Prize with voting clickers.</p>			</p>    			<br><br>,Three Stages Performing Arts Center,10 College Parkway,Folsom,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224265/piano_medium.jpg,95630,-121.126932,ticketoffice@threestages.net
(916) 443-9900,Ruth Eckland: At the Edge of the World,http://www.axisgallery.org,http://www.sacramento365.com/event/detail/441206249/Ruth_Eckland_At_the_Edge_of_the_World,,Free,38.5708956,Sat &amp;&nbsp;Sun Noon to 5pm,,"At the Edge of the World is a multi-channel video installation by Ruth Eckland with music by Matt DiFonzo. Ruth Eckland&rsquo;s At the Edge of the World is a meditation on the fragility, ambiguity, and uncertainty of what we think of as reality. Halcyon beach scenes are layered and juxtaposed with television news images of the sudden, catastrophic destruction of the Japanese tsunami. Unidentifiable figures pass through obliviously, or motionlessly bear witness. Borealis-like flashes of light signify another dimension beyond the quotidian, the cataclysmic, in which transcendence and illumination beckon.</p> <p>As in much of the artist&rsquo;s recent work, the video is altered to resemble experimental film or painting, creating metaphoric visions as if in a dream. Interpretation, including associative narrative, becomes a collaboration with the viewer. To aid in this process, sound is integral, much as in music videos or film scores. L.A. composer and producer Matt DiFonzo has written the music for the piece, adding layers of subtext to the visual images and creating a more evocative, immersive experience.</p> <p>Eckland has exhibited throughout the U.S. and internationally and finds it particularly gratifying to discover the connection that viewers in countries as diverse as Costa Rica, Kazakhstan, Germany, Singapore, and China have made with the work. Some universal language seems to be communicated, some global core touched. Or, as Kenneth Baker has said in one of his many insightful reviews of Eckland&rsquo;s work over the past few years in The San Francisco Chronicle, &ldquo;Eckland handles video like the medium of collective dreams that we share without knowing it. Apparently she wants us to know it.&rdquo;<br> <br> Axis Gallery is a cooperative gallery featuring cutting edge contemporary art from local, national and international artists.</p>			</p>    			<br><br>",Axis Gallery,1517 19th Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441206249/at_the_edge_of_the_world_a1_250pixels_medium.jpg,95811,-121.4837878,info@axisgallery.org
(916) 928-6900,Josh Groban: Straight To You Tour,http://www.powerbalancepavilion.com/events,http://www.sacramento365.com/event/detail/441224393/Josh_Groban_Straight_To_You_Tour,08/24/2011,,38.648005,Wed,08/24/2011,"The Straight To You Tour will bring the feel of a theatre experience to an arena setting though stage design, lighting, and projection, as well as through the spontaneity and interactivity. Josh delighted his fans during last year&rsquo;s Before We Begin shows, in which he solicited feedback from the audience on which songs should be included in the set-list. As a result, for the Straight To You shows, Groban will continue to interact with audiences and perform favorites from his best-selling albums, including his self-titled debut, Closer, and Awake, as well as songs from Illuminations.</p>			</p>    			<br><br>",Power Balance Pavilion (formerly Arco Arena),1 Sports Parkway,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224393/josh_groban_medium.png,95834,-121.517077,
(916) 928-6900,Keith Urban: Get Closer World Tour,http://www.powerbalancepavilion.com/events,http://www.sacramento365.com/event/detail/441224405/Keith_Urban_Get_Closer_World_Tour,10/02/2011,,38.648005,Sun,10/02/2011,"Keith Urban and his band, along with a very special guest, Jake Owen, go on tour in support of his sixth studio CD Get Closer.</p>			</p>    			<br><br>",Power Balance Pavilion (formerly Arco Arena),1 Sports Parkway,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224405/keith_urban_medium.png,95834,-121.517077,
(916) 928-6900,Michael Jackson: The Immortal World Tour,http://www.powerbalancepavilion.com/events,http://www.sacramento365.com/event/detail/441224409/Michael_Jackson_The_Immortal_World_Tour,01/10/2012,,38.648005,Tues,01/10/2012,"The Estate of Michael Jackson and Cirque du Soleil present Michael Jackson The&nbsp;Immortal World Tour, written and directed by Jamie King, the leading concert director in pop music today. This once-in-a-lifetime electrifying production will combine Michael Jackson music and choreography with Cirque du Soleil creativity to give fans worldwide a unique view into the spirit, passion, and heart of the artistic genius who forever transformed global pop culture.</p>			</p>    			<br><br>",Power Balance Pavilion (formerly Arco Arena),1 Sports Parkway,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224409/michaeljackson_immortaltour_medium.jpg,95834,-121.517077,
(916) 808-7752,Art Service Group Evaluation Day,http://crockerartmuseum.org,http://www.sacramento365.com/event/detail/441224761/Art_Service_Group_Evaluation_Day,05/10/2011,Informal appraisals are $10 per item or $45 for five items,38.5776686,Tues 10am-4pm,05/10/2011,"The Art Service Group will sponsor an antique appraisal session focusing on paintings with Jim and Karen Alkons, and gold, silver, coins, currency, antique photographs, and daguerreotypes with Doug Scougale</p> <p>Appointments are required.</p>			</p>    			<br><br>",Crocker Art Museum,216 O Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224761/art_service_group_medium.jpg,95814,-121.5062708,
(916) 448-2452,Chicanoism: American by Birth. Chicano/a by Choice,,http://www.sacramento365.com/event/detail/441245759/Chicanoism_American_by_Birth_Chicanoa_by_Choice,05/14/2011,Free,38.5747519,2nd Sat 6pm-9pm,05/14/2011,"Chicanoism: American by Birth. Chicano/a by Choice features work by Esteban Villa &amp; Simona Hernandez. Paintings and prints&hellip;Power to the people, la gente, el publo, la comunidad, el barrio, la colonia, la union, and la familia.</p> <p>All ages welcome. Offering refreshments &amp; music in garden. Sponsored by the Los Rios College Federation of Teachers. Chief Curator:&nbsp;George Esquibel.&nbsp;Assitant Curator:&nbsp;Carol Davydova.</p>			</p>    			<br><br>",Union Hall Gallery,2126 K St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441245759/unionhall_may_medium.jpg,95814,-121.478135,
(406) 752-2395,Truth-Compassion-Tolerance Art Exhibition,http://www.falunart.org,http://www.sacramento365.com/event/detail/441246503/TruthCompassionTolerance_Art_Exhibition,05/14/2011,Free,38.575696,2nd Sat Noon-9pm,05/14/2011,"The Truth-Compassion-Tolerance Art Exhibit has toured more than 40 countries and 200 cities worldwide. The oil on canvas exhibit features world-renowned artists portraying the experiences, visions, and hope of Falun Dafa followers as they attempt to safeguard justice and peace while upholding their values in truthfulness, compassion, and tolerance. The paintings depict these timeless values, often taken for granted, but even more cherished in challenging times. An inspiring exhibition not to be missed!</p>			</p>    			<br><br>",Clubhouse 24,920 24th St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441246503/5-13-2011-rev-v2_medium.jpg,95814,-121.474672,lhammill@fastmail.fm
,Screening: Special When Lit (Pinball Documentary),http://www.moviesonabigscreen.com,http://www.sacramento365.com/event/detail/441224395/Screening_Special_When_Lit_Pinball_Documentary,05/15/2011,$5,38.5512339,Sun 7:30pm,05/15/2011,"Special When Lit rediscovers the lure of a lost pop icon--pinball. This American invention made more money than Hollywood through the '50s and '60s. Its success swept the world making it the epitome of &quot;cool.&quot; Today, pinball is all but forgotten. This is the definitive story of the rise and fall of pinball as told by the fans, collectors, designers, and champion players from across the globe. A game, a sport, a lifestyle--pinball takes this eclectic bunch of self-confessed &quot;pinheads&quot; back to their youth as they open up passionately to reveal the attractions of the &quot;world's funnest toy.&quot;<br> <br> Now pinball is virtually nowhere. Kids don't even know what a pinball machine is. People stay home for their entertainment and kids hang out online, not at the arcade or corner store. The fate of pinball seems decided, yet there exists a passionate subculture keeping the dream alive. Whether it's down at their local bar for a game, or choosing which game to play from a basement collection, pinball is a reality trip to a universe in a box. The ball is wild and can't be controlled, but the challenge to tame it never stops. It's a world that's special when lit.</p>			</p>    			<br><br>",Guild Theater,2828 35th Street,(35th Street & Broadway)<br />						Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224395/specialwhenlit1_medium.jpg,95817,-121.4686542,
(877) CAL-EXPO or (503) 252-8300,Gem Faire,http://www.gemfaire.com,http://www.sacramento365.com/event/detail/441224509/Gem_Faire,,,38.594996,Fri Noon-6pm,,"Gem Faire, established in 1989, has become a world-renowned marketplace for the finest in gemstones, beads, jewelry, minerals, fossils, meteorites, lapidary equipment, metaphysical items, and much more at the lowest prices in today&rsquo;s market. Over the years, Gem Faire has produced over 40 shows a year, making it the largest gem &amp; jewelry show circuit on the west coast.</p> <p>Gem Faire has brought together some of the world&rsquo;s finest jewelry designers, importers, manufacturers, beading instructors, gemstone miners &amp; cutters, along with certified graduate gemologists. At Gem Faire, professional dealers can also help you assemble, design, and utilize the piece you have carefully chosen and purchased. Or better yet, sign up for a workshop or class and learn how to make your own jewelry!</p> <p>Gem Faire takes place in&nbsp;Cal Expo Buildings A&nbsp;&amp;&nbsp;B.</p>			</p>    			<br><br>",Cal Expo,1600 Exposition Blvd.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441224509/gem_faire_medium.jpg,95815,-121.427947,info@gemfaire.com
